name,neighborhood,current_price,original_price,reviews_desc,num_reviews,breakfast,free_cancellation,rooms_left,grade,fully_refundable,reserve_now_pay_later,price_after_taxes,checkin_date,checkout_date,TTT,LOS,Snapshot Date,order
Fairfield Inn & Suites New York Manhattan / Central Park,New York,$305,N/A,Very,"1,002",No,Yes,5,8.48,Yes,Yes,353 total,10/07/2024,11/07/2024,5,1,05/07/2024,58
"voco Fiorello - LaGuardia East, an IHG Hotel",Queens,$285,N/A,Very,267,No,Yes,5,8.48,Yes,Yes,330 total,10/07/2024,11/07/2024,5,1,05/07/2024,59
"Kimpton Hotel Theta, an IHG Hotel",Theater District,$270,N/A,Wonderful,419,No,No,,9.09,No,No,360 total,10/07/2024,11/07/2024,5,1,05/07/2024,60
45 Times Square Hotel,Theater District,$290,N/A,Excellent,"1,268",No,Yes,,8.68,Yes,Yes,354 total,10/07/2024,11/07/2024,5,1,05/07/2024,61
Empire Hotel,New York,$257,N/A,Good,"3,727",No,Yes,,7.67,Yes,Yes,344 total,10/07/2024,11/07/2024,5,1,05/07/2024,62
Pod 51,New York,$215,N/A,Very,"1,330",No,No,,8.08,No,No,273 total,10/07/2024,11/07/2024,5,1,05/07/2024,63
The Pearl New York,Theater District,$349,N/A,Exceptional,"1,384",No,Yes,,9.49,Yes,Yes,438 total,10/07/2024,11/07/2024,5,1,05/07/2024,64
The Gregorian,New York,$299,N/A,Wonderful,"1,263",No,Yes,,9.29,Yes,Yes,387 total,10/07/2024,11/07/2024,5,1,05/07/2024,65
Night Hotel Broadway,Upper West Side,$162,$249,N/A,"1,535",No,Yes,,6.46,Yes,Yes,204 total,10/07/2024,11/07/2024,5,1,05/07/2024,66
Carnegie Hotel,New York,$339,N/A,Exceptional,"1,004",No,Yes,,9.49,Yes,Yes,421 total,10/07/2024,11/07/2024,5,1,05/07/2024,67
Artezen Hotel,New York,$386,$429,Exceptional,"1,348",No,No,1,9.69,No,No,463 total,10/07/2024,11/07/2024,5,1,05/07/2024,68
The Wallace,Upper West Side,$429,N/A,Exceptional,871,No,Yes,2,9.89,Yes,Yes,496 total,10/07/2024,11/07/2024,5,1,05/07/2024,69
The Wall Street Hotel,New York,$635,N/A,Exceptional,262,No,Yes,,9.89,Yes,No,732 total,10/07/2024,11/07/2024,5,1,05/07/2024,70
Hotel Hendricks,Central New York City,$266,N/A,Very,"1,060",No,Yes,,8.48,Yes,Yes,351 total,10/07/2024,11/07/2024,5,1,05/07/2024,71
Courtyard New York Manhattan/ Midtown East,New York,$437,$891,Excellent,"2,021",No,No,5,8.88,No,No,505 total,10/07/2024,11/07/2024,5,1,05/07/2024,72
The Fifth Avenue Hotel,New York,$795,N/A,Exceptional,21,No,Yes,,9.49,Yes,Yes,916 total,10/07/2024,11/07/2024,5,1,05/07/2024,73
Hotel Elysee by Library Hotel Collection,New York,$408,$429,Wonderful,"1,000",No,Yes,,9.29,Yes,Yes,496 total,10/07/2024,11/07/2024,5,1,05/07/2024,74
Hampton Inn Manhattan/Times Square Central,Theater District,$369,N/A,Wonderful,"1,628",Breakfast included,No,,9.09,No,No,427 total,10/07/2024,11/07/2024,5,1,05/07/2024,75
"Kimpton Hotel Eventi, an IHG Hotel",Chelsea,$390,N/A,Wonderful,"1,005",No,No,,9.09,No,No,490 total,10/07/2024,11/07/2024,5,1,05/07/2024,76
The Historic Blue Moon Hotel - NYC,New York,$236,N/A,Good,71,No,Yes,,7.87,Yes,No,309 total,10/07/2024,11/07/2024,5,1,05/07/2024,77
Made Hotel,New York,$431,N/A,Wonderful,324,No,No,3,9.29,No,No,533 total,10/07/2024,11/07/2024,5,1,05/07/2024,78
Hotel 32 32,New York,$319,$425,Very,"1,643",No,No,,8.08,No,No,404 total,10/07/2024,11/07/2024,5,1,05/07/2024,79
Sheraton New York Times Square Hotel,Theater District,$356,N/A,Good,"2,263",No,No,5,7.87,No,No,442 total,10/07/2024,11/07/2024,5,1,05/07/2024,80
"Kimpton Hotel Theta, an IHG Hotel",Theater District,$270,N/A,Wonderful,419,No,No,,9.09,No,No,360 total,10/07/2024,11/07/2024,5,1,05/07/2024,81
Chelsea Pines Inn,New York,$225,N/A,Very,888,No,Yes,,8.28,Yes,No,288 total,10/07/2024,11/07/2024,5,1,05/07/2024,82
1 Hotel Central Park,Central New York City,$536,$789,Wonderful,"1,000",No,No,,9.09,No,No,671 total,10/07/2024,11/07/2024,5,1,05/07/2024,83
Library Hotel by Library Hotel Collection,New York,$437,$485,Exceptional,"1,002",No,No,2,9.69,No,No,529 total,10/07/2024,11/07/2024,5,1,05/07/2024,84
Fitzpatrick Manhattan Hotel,New York,$348,N/A,Wonderful,"1,004",No,Yes,3,9.09,Yes,Yes,432 total,10/07/2024,11/07/2024,5,1,05/07/2024,85
Nine Orchard,New York,$545,$549,Exceptional,48,Breakfast included,Yes,5,9.89,Yes,No,629 total,10/07/2024,11/07/2024,5,1,05/07/2024,86
Untitled at 3 Freeman Alley,New York,$349,$352,Wonderful,263,Breakfast included,No,,9.29,No,No,445 total,10/07/2024,11/07/2024,5,1,05/07/2024,87
"Club Quarters Hotel, World Trade Center",New York,$327,N/A,Excellent,"1,415",No,No,,8.68,No,No,407 total,10/07/2024,11/07/2024,5,1,05/07/2024,88
The Solita Soho Hotel,New York,$219,N/A,Good,"1,004",No,Yes,,7.87,Yes,Yes,278 total,10/07/2024,11/07/2024,5,1,05/07/2024,89
The Fifth Avenue Hotel,New York,$795,N/A,Exceptional,21,No,Yes,,9.49,Yes,Yes,916 total,10/07/2024,11/07/2024,5,1,05/07/2024,90
Aloft Long Island City - Manhattan View,Long Island City,$249,N/A,Excellent,"1,001",No,Yes,5,8.68,Yes,Yes,289 total,10/07/2024,11/07/2024,5,1,05/07/2024,91
Madison LES Hotel,New York,$251,N/A,Very,725,Breakfast included,No,,8.08,No,No,315 total,10/07/2024,11/07/2024,5,1,05/07/2024,92
"The Pierre, A Taj Hotel, New York",New York,$597,$625,Wonderful,"1,002",No,Yes,,9.29,Yes,No,724 total,10/07/2024,11/07/2024,5,1,05/07/2024,93
Sonder Duane Street,New York,$211,$244,Very,736,No,Yes,1,8.48,Yes,No,245 total,10/07/2024,11/07/2024,5,1,05/07/2024,94
"Candlewood Suites New York City-Times Square, an IHG Hotel",New York,$269,$359,Very,"1,006",No,Yes,,8.08,Yes,Yes,332 total,10/07/2024,11/07/2024,5,1,05/07/2024,95
The Bowery Hotel,New York,$595,N/A,Exceptional,448,No,Yes,3,9.49,Yes,Yes,686 total,10/07/2024,11/07/2024,5,1,05/07/2024,96
Orchard Street Hotel,New York,$197,$219,Good,649,No,Yes,,7.27,Yes,Yes,245 total,10/07/2024,11/07/2024,5,1,05/07/2024,97
Hilton Garden Inn NYC Financial Center/Manhattan Downtown,New York,$312,N/A,Excellent,"1,660",No,Yes,,8.88,Yes,Yes,361 total,10/07/2024,11/07/2024,5,1,05/07/2024,98
Best Western Premier Empire State Hotel,New York,$380,N/A,Wonderful,689,No,Yes,3,9.09,Yes,Yes,440 total,10/07/2024,11/07/2024,5,1,05/07/2024,99
City Club Hotel,Central New York City,$260,$289,Good,"1,345",Breakfast included,Yes,2,7.67,Yes,Yes,327 total,10/07/2024,11/07/2024,5,1,05/07/2024,100
Hotel AKA NoMad,New York,$420,N/A,Excellent,"1,004",No,No,,8.68,No,No,526 total,10/07/2024,11/07/2024,5,1,05/07/2024,101
Comfort Inn Manhattan - Midtown West,New York,$256,N/A,Good,"1,203",Breakfast included,No,1,7.47,No,No,297 total,10/07/2024,11/07/2024,5,1,05/07/2024,102
Roxy Hotel New York,New York,$449,N/A,Wonderful,"1,024",No,Yes,,9.29,Yes,Yes,559 total,10/07/2024,11/07/2024,5,1,05/07/2024,103
The Wall Street Inn,New York,$274,N/A,Excellent,"1,000",No,No,,8.88,No,No,318 total,10/07/2024,11/07/2024,5,1,05/07/2024,104
Pestana CR7 Times Square,New York,$293,N/A,Excellent,678,No,Yes,,8.88,Yes,Yes,367 total,10/07/2024,11/07/2024,5,1,05/07/2024,105
East Village Hotel,New York,$263,N/A,Very,652,No,Yes,,8.28,Yes,No,335 total,10/07/2024,11/07/2024,5,1,05/07/2024,106
The Broome,SoHo,$368,$409,Exceptional,282,Breakfast included,Yes,1,9.49,Yes,No,464 total,10/07/2024,11/07/2024,5,1,05/07/2024,107
Cambria Hotel New York - Chelsea,Chelsea,$319,N/A,Excellent,"1,001",No,Yes,6,8.68,Yes,Yes,370 total,10/07/2024,11/07/2024,5,1,05/07/2024,108
"EVEN Hotel New York - Midtown East, an IHG Hotel",New York,$332,N/A,Excellent,"1,187",No,No,1,8.88,No,No,413 total,10/07/2024,11/07/2024,5,1,05/07/2024,109
Eurostars Wall Street,New York,$230,N/A,Good,"1,000",No,Yes,2,7.67,Yes,Yes,267 total,10/07/2024,11/07/2024,5,1,05/07/2024,110
La Quinta Inn & Suites by Wyndham Times Square South,New York,$280,N/A,Excellent,"1,003",Breakfast included,No,,8.88,No,No,346 total,10/07/2024,11/07/2024,5,1,05/07/2024,111
The Herald by LuxUrban,New York,$297,N/A,Very,234,No,Yes,,8.08,Yes,No,344 total,10/07/2024,11/07/2024,5,1,05/07/2024,112
Loews Regency New York Hotel,New York,$599,N/A,Wonderful,"1,003",No,Yes,8,9.09,Yes,Yes,697 total,10/07/2024,11/07/2024,5,1,05/07/2024,113
Hard Rock Hotel New York,Theater District,$529,N/A,Exceptional,"2,645",No,Yes,,9.49,Yes,Yes,656 total,10/07/2024,11/07/2024,5,1,05/07/2024,114
The Knickerbocker Hotel,Theater District,$495,N/A,Wonderful,"1,101",No,No,,9.09,No,No,623 total,10/07/2024,11/07/2024,5,1,05/07/2024,115
The Shoreham Hotel,Central New York City,$287,N/A,Good,"1,000",No,No,,7.67,No,No,345 total,10/07/2024,11/07/2024,5,1,05/07/2024,116
"33 Hotel, New York City, Seaport",New York,$416,$489,Wonderful,469,No,Yes,,9.09,Yes,Yes,521 total,10/07/2024,11/07/2024,5,1,05/07/2024,117
The Hotel @ Fifth Avenue,New York,$269,N/A,Good,"1,219",No,Yes,,7.87,Yes,Yes,337 total,10/07/2024,11/07/2024,5,1,05/07/2024,118
Edge Hotel,New York,$246,$259,Wonderful,"1,003",No,Yes,,9.09,Yes,No,286 total,10/07/2024,11/07/2024,5,1,05/07/2024,119
Aloft Harlem,Harlem,$215,N/A,Very,"1,001",No,No,2,8.48,No,No,250 total,10/07/2024,11/07/2024,5,1,05/07/2024,120
Warwick New York,Central New York City,$357,$375,Excellent,"1,459",No,No,,8.68,No,No,447 total,10/07/2024,11/07/2024,5,1,05/07/2024,121
Soho Grand Hotel,SoHo,$505,$529,Excellent,"1,005",No,Yes,,8.88,Yes,No,624 total,10/07/2024,11/07/2024,5,1,05/07/2024,122
Hotel Giraffe by Library Hotel Collection,New York,$451,$475,Exceptional,"1,003",No,No,,9.69,No,No,546 total,10/07/2024,11/07/2024,5,1,05/07/2024,123
The Ludlow Hotel,New York,$469,N/A,Exceptional,"1,000",No,Yes,8,9.49,Yes,Yes,542 total,10/07/2024,11/07/2024,5,1,05/07/2024,124
Omni Berkshire Place,New York,$474,N/A,Wonderful,"1,223",No,Yes,1,9.29,Yes,Yes,588 total,10/07/2024,11/07/2024,5,1,05/07/2024,125
Hotel Barriere Fouquet's New York,New York,$825,N/A,Exceptional,21,No,Yes,,N/A,Yes,Yes,982 total,10/07/2024,11/07/2024,5,1,05/07/2024,126
M Social Hotel Times Square New York,Theater District,$359,N/A,Wonderful,"4,096",No,Yes,,9.09,Yes,Yes,456 total,10/07/2024,11/07/2024,5,1,05/07/2024,127
Sofitel New York,Central New York City,$429,N/A,Excellent,"1,005",No,Yes,,8.68,Yes,Yes,531 total,10/07/2024,11/07/2024,5,1,05/07/2024,128
New York Hilton Midtown,Central New York City,$394,N/A,Very,"1,963",No,No,7,8.08,No,No,496 total,10/07/2024,11/07/2024,5,1,05/07/2024,129
"The Time New York, part of JdV by Hyatt",Theater District,$275,N/A,Very,"1,000",No,Yes,,8.08,Yes,Yes,358 total,10/07/2024,11/07/2024,5,1,05/07/2024,130
SIXTY Lower East Side,New York,$339,N/A,Good,"1,004",No,Yes,,7.47,Yes,Yes,392 total,10/07/2024,11/07/2024,5,1,05/07/2024,131
Courtyard by Marriott New York Manhattan / Central Park,New York,$394,N/A,Excellent,"1,005",No,No,,8.68,No,No,456 total,10/07/2024,11/07/2024,5,1,05/07/2024,132
Motto By Hilton New York City Times Square,Theater District,$293,N/A,Wonderful,895,No,Yes,,9.09,Yes,Yes,374 total,10/07/2024,11/07/2024,5,1,05/07/2024,133
The Maritime Hotel,New York,$439,$488,Exceptional,"1,004",Breakfast included,Yes,2,9.49,Yes,Yes,507 total,10/07/2024,11/07/2024,5,1,05/07/2024,134
Pendry Manhattan West,Chelsea,$985,N/A,Exceptional,317,No,No,7,9.89,No,No,"1,134 total",10/07/2024,11/07/2024,5,1,05/07/2024,135
Sanctuary Hotel New York,Theater District,$339,$377,Excellent,"1,005",No,No,2,8.68,No,No,419 total,10/07/2024,11/07/2024,5,1,05/07/2024,136
"Dream Downtown, by Hyatt",New York,$311,$345,Good,"1,077",No,No,1,7.67,No,No,417 total,10/07/2024,11/07/2024,5,1,05/07/2024,137
W New York - Times Square,Theater District,$413,N/A,Excellent,"1,143",No,No,5,8.68,No,No,507 total,10/07/2024,11/07/2024,5,1,05/07/2024,138
The Leo House,Chelsea,$180,N/A,Very,969,Breakfast included,No,,8.28,No,No,240 total,10/07/2024,11/07/2024,5,1,05/07/2024,139
Hotel 48LEX New York,New York,$261,$275,Very,"1,000",No,No,5,8.28,No,No,356 total,10/07/2024,11/07/2024,5,1,05/07/2024,140
The Kimberly Hotel,New York,$519,N/A,Exceptional,"1,168",No,Yes,,9.69,Yes,Yes,599 total,10/07/2024,11/07/2024,5,1,05/07/2024,141
Arthouse Hotel New York City,Upper West Side,$389,N/A,Excellent,"1,272",No,Yes,2,8.68,Yes,Yes,495 total,10/07/2024,11/07/2024,5,1,05/07/2024,142
The Prince Kitano New York,New York,$499,N/A,Wonderful,"1,518",No,Yes,,9.29,Yes,Yes,576 total,10/07/2024,11/07/2024,5,1,05/07/2024,143
Hilton Garden Inn New York/Midtown Park Ave,New York,$383,N/A,Very,"1,004",No,No,2,8.48,No,No,443 total,10/07/2024,11/07/2024,5,1,05/07/2024,144
70 Park Avenue,New York,$389,N/A,Excellent,"1,004",No,Yes,1,8.88,Yes,Yes,490 total,10/07/2024,11/07/2024,5,1,05/07/2024,145
The Mark,New York,$795,"$1,045",Exceptional,631,No,Yes,6,9.69,Yes,No,916 total,10/07/2024,11/07/2024,5,1,05/07/2024,146
The Hilton Club - New York,Central New York City,$421,N/A,Wonderful,360,No,Yes,,9.09,Yes,Yes,489 total,10/07/2024,11/07/2024,5,1,05/07/2024,147
The Mercer,SoHo,$695,N/A,Exceptional,133,No,Yes,4,9.89,Yes,Yes,801 total,10/07/2024,11/07/2024,5,1,05/07/2024,148
San Carlos Hotel,New York,$365,$429,Exceptional,"1,139",No,Yes,,9.49,Yes,Yes,462 total,10/07/2024,11/07/2024,5,1,05/07/2024,149
Millennium Hilton New York One UN Plaza,New York,$412,N/A,Very,"1,372",No,Yes,,8.08,Yes,Yes,516 total,10/07/2024,11/07/2024,5,1,05/07/2024,150
The Plaza - A Fairmont Managed Hotel,Central New York City,$761,$895,Wonderful,"1,001",No,No,,9.09,No,No,951 total,10/07/2024,11/07/2024,5,1,05/07/2024,151
N/A,N/A,N/A,N/A,N/A,N/A,No,No,,N/A,No,No,N/A,10/07/2024,12/07/2024,5,2,05/07/2024,2
Penny Williamsburg,Williamsburg,$241,$284,Exceptional,516,No,No,,9.69,No,No,634 total,10/07/2024,12/07/2024,5,2,05/07/2024,3
Radio Hotel,New York,$193,N/A,Excellent,"1,754",No,Yes,,8.68,Yes,No,449 total,10/07/2024,12/07/2024,5,2,05/07/2024,4
Moxy Brooklyn Willamsburg,Williamsburg,$338,N/A,Excellent,424,No,Yes,,8.88,Yes,Yes,833 total,10/07/2024,12/07/2024,5,2,05/07/2024,5
"PUBLIC, an Ian Schrager hotel",New York,$509,N/A,Very,"2,614",No,Yes,,8.28,Yes,Yes,"1,267 total",10/07/2024,12/07/2024,5,2,05/07/2024,6
"Club Quarters, Times Square - Midtown",Central New York City,$234,$275,Excellent,"2,626",No,Yes,,8.68,Yes,Yes,601 total,10/07/2024,12/07/2024,5,2,05/07/2024,7
"Club Quarters Hotel, Grand Central",New York,$248,$292,Excellent,"1,996",No,Yes,,8.68,Yes,Yes,634 total,10/07/2024,12/07/2024,5,2,05/07/2024,8
Pod Times Square,New York,$175,N/A,Excellent,"4,179",No,No,,8.88,No,No,454 total,10/07/2024,12/07/2024,5,2,05/07/2024,9
"The Cloud One New York-Downtown, by the Motel One Group",New York,$209,N/A,Excellent,625,No,Yes,2,8.88,Yes,No,487 total,10/07/2024,12/07/2024,5,2,05/07/2024,10
Hyatt House Jersey City,Jersey City,$307,$342,Excellent,"1,299",Breakfast included,Yes,7,8.68,Yes,No,717 total,10/07/2024,12/07/2024,5,2,05/07/2024,11
Hyatt Grand Central New York,New York,$297,$349,Very,"3,726",No,Yes,,8.08,Yes,No,780 total,10/07/2024,12/07/2024,5,2,05/07/2024,12
Hotel St. James,Theater District,$242,$269,Excellent,"4,404",No,No,,8.68,No,No,563 total,10/07/2024,12/07/2024,5,2,05/07/2024,13
World Center Hotel,New York,$258,$304,Excellent,"2,047",No,Yes,,8.88,Yes,Yes,657 total,10/07/2024,12/07/2024,5,2,05/07/2024,14
Sonesta Simply Suites Jersey City,Jersey City,$234,$260,Excellent,"1,002",No,Yes,,8.68,Yes,Yes,546 total,10/07/2024,12/07/2024,5,2,05/07/2024,15
Chelsea Savoy Hotel,Chelsea,$217,$255,Excellent,"1,962",Breakfast included,Yes,,8.68,Yes,Yes,504 total,10/07/2024,12/07/2024,5,2,05/07/2024,16
Tempo by Hilton New York Times Square,Theater District,$379,N/A,Exceptional,"2,643",No,No,,9.49,No,Yes,956 total,10/07/2024,12/07/2024,5,2,05/07/2024,17
Hotel Stanford,New York,$259,$275,Excellent,100,No,Yes,,8.88,Yes,No,603 total,10/07/2024,12/07/2024,5,2,05/07/2024,18
YOTEL New York Times Square,New York,$188,$236,Good,"2,301",No,Yes,,7.47,Yes,Yes,530 total,10/07/2024,12/07/2024,5,2,05/07/2024,19
The Washington by LuxUrban,New York,$237,N/A,Very,"1,006",No,Yes,,8.28,Yes,No,550 total,10/07/2024,12/07/2024,5,2,05/07/2024,20
Park Terrace Hotel,Central New York City,$371,$388,Exceptional,"1,316",No,No,,9.49,No,No,938 total,10/07/2024,12/07/2024,5,2,05/07/2024,21
"Club Quarters Hotel, World Trade Center",New York,$258,$304,Excellent,"1,415",No,Yes,,8.68,Yes,Yes,657 total,10/07/2024,12/07/2024,5,2,05/07/2024,22
Chelsea Inn,New York,$178,N/A,Very,"1,006",No,No,,8.08,No,No,462 total,10/07/2024,12/07/2024,5,2,05/07/2024,23
Hotel Boutique at Grand Central,New York,$248,$292,Excellent,"1,066",No,Yes,,8.68,Yes,Yes,634 total,10/07/2024,12/07/2024,5,2,05/07/2024,24
Hilton Garden Inn New York/Manhattan-Chelsea,Chelsea,$301,$354,Very,"1,794",No,Yes,,8.48,Yes,Yes,698 total,10/07/2024,12/07/2024,5,2,05/07/2024,25
Sheraton New York Times Square Hotel,Theater District,$297,N/A,Good,"2,263",No,No,5,7.87,No,No,747 total,10/07/2024,12/07/2024,5,2,05/07/2024,26
"Martinique New York on Broadway, Curio Collection by Hilton",New York,$253,N/A,Excellent,"1,170",No,No,,8.88,No,No,679 total,10/07/2024,12/07/2024,5,2,05/07/2024,27
Radio City Apartments,Theater District,$234,$262,Excellent,"3,585",No,Yes,6,8.88,Yes,No,545 total,10/07/2024,12/07/2024,5,2,05/07/2024,28
citizenM New York Times Square,Theater District,$328,N/A,Wonderful,"1,075",No,Yes,,9.29,Yes,Yes,759 total,10/07/2024,12/07/2024,5,2,05/07/2024,29
Aura Hotel Times Square,Theater District,$235,$294,Excellent,73,No,Yes,,8.88,Yes,Yes,617 total,10/07/2024,12/07/2024,5,2,05/07/2024,30
Ameritania Hotel at Times Square,Theater District,$260,N/A,Excellent,"3,132",No,Yes,,8.68,Yes,Yes,650 total,10/07/2024,12/07/2024,5,2,05/07/2024,31
45 Times Square Hotel,Theater District,$280,N/A,Excellent,"1,268",No,Yes,,8.68,Yes,Yes,684 total,10/07/2024,12/07/2024,5,2,05/07/2024,32
Hampton Inn Brooklyn/Downtown,Downtown Brooklyn,$212,N/A,Wonderful,"1,124",Breakfast included,Yes,2,9.09,Yes,Yes,492 total,10/07/2024,12/07/2024,5,2,05/07/2024,33
Soho 54,New York,$199,N/A,Good,"1,044",No,Yes,,7.47,Yes,Yes,533 total,10/07/2024,12/07/2024,5,2,05/07/2024,34
Hard Rock Hotel New York,Theater District,$407,$479,Exceptional,"2,645",No,No,,9.49,No,No,"1,033 total",10/07/2024,12/07/2024,5,2,05/07/2024,35
"The Jewel Hotel, New York",Central New York City,$332,N/A,Wonderful,"2,042",No,Yes,,9.29,Yes,Yes,826 total,10/07/2024,12/07/2024,5,2,05/07/2024,36
The New Yorker A Wyndham Hotel,New York,$245,N/A,Very,"4,647",No,Yes,7,8.28,Yes,Yes,637 total,10/07/2024,12/07/2024,5,2,05/07/2024,37
Virgin Hotels New York City,New York,$366,$385,Excellent,"1,501",No,Yes,7,8.88,Yes,No,924 total,10/07/2024,12/07/2024,5,2,05/07/2024,38
Broadway Plaza Hotel,New York,$305,$339,Wonderful,"1,524",No,No,1,9.29,No,No,730 total,10/07/2024,12/07/2024,5,2,05/07/2024,39
Hampton Inn Manhattan/Times Square Central,Theater District,$307,N/A,Wonderful,"1,628",Breakfast included,No,,9.09,No,Yes,713 total,10/07/2024,12/07/2024,5,2,05/07/2024,40
Best Western Plus Soho Hotel,New York,$230,N/A,Wonderful,146,Breakfast included,No,7,9.29,No,No,534 total,10/07/2024,12/07/2024,5,2,05/07/2024,41
Fairfield Inn & Suites New York Manhattan / Central Park,New York,$234,N/A,Very,"1,002",No,No,5,8.48,No,No,544 total,10/07/2024,12/07/2024,5,2,05/07/2024,42
Washington Square Hotel,Greenwich Village,$291,N/A,Wonderful,"1,005",No,Yes,4,9.09,Yes,No,677 total,10/07/2024,12/07/2024,5,2,05/07/2024,43
The Flat NYC,New York,$200,$250,Excellent,292,No,No,1,8.68,No,No,467 total,10/07/2024,12/07/2024,5,2,05/07/2024,44
"Holiday Inn Manhattan 6th Ave - Chelsea, an IHG Hotel",Chelsea,$220,N/A,Good,"1,000",No,No,,7.47,No,No,511 total,10/07/2024,12/07/2024,5,2,05/07/2024,45
Park Lane New York,Central New York City,$419,$499,Excellent,927,No,No,5,8.88,No,No,"1,081 total",10/07/2024,12/07/2024,5,2,05/07/2024,46
Wingate by Wyndham New York Midtown South/5th Ave,New York,$263,$299,Excellent,"1,001",Breakfast included,Yes,4,8.68,Yes,Yes,611 total,10/07/2024,12/07/2024,5,2,05/07/2024,47
Hilton Garden Inn NYC Financial Center/Manhattan Downtown,New York,$250,N/A,Excellent,"1,660",No,Yes,,8.88,Yes,Yes,580 total,10/07/2024,12/07/2024,5,2,05/07/2024,48
"The Draper New York, Tapestry Collection by Hilton",New York,$253,N/A,Excellent,727,No,No,1,8.88,No,Yes,587 total,10/07/2024,12/07/2024,5,2,05/07/2024,49
Warwick New York,Central New York City,$276,$290,Excellent,"1,459",No,No,,8.68,No,No,708 total,10/07/2024,12/07/2024,5,2,05/07/2024,50
Virgin Hotels New York City,New York,$366,$385,Excellent,"1,501",No,Yes,7,8.88,Yes,No,924 total,10/07/2024,12/07/2024,5,2,05/07/2024,51
Sofitel New York,Central New York City,$369,N/A,Excellent,"1,005",No,Yes,,8.68,Yes,Yes,924 total,10/07/2024,12/07/2024,5,2,05/07/2024,52
New York Hilton Midtown,Central New York City,$329,N/A,Very,"1,963",No,No,7,8.08,No,Yes,841 total,10/07/2024,12/07/2024,5,2,05/07/2024,53
Pod 51,New York,$184,N/A,Very,"1,330",No,No,,8.08,No,No,474 total,10/07/2024,12/07/2024,5,2,05/07/2024,54
M Social Hotel Times Square New York,Theater District,$311,$334,Wonderful,"4,096",No,Yes,,9.09,Yes,Yes,800 total,10/07/2024,12/07/2024,5,2,05/07/2024,55
"Candlewood Suites New York City-Times Square, an IHG Hotel",New York,$208,$231,Very,"1,006",No,No,,8.08,No,No,523 total,10/07/2024,12/07/2024,5,2,05/07/2024,56
Sheraton Tribeca New York Hotel,New York,$304,N/A,Very,"1,005",No,No,5,8.48,No,No,705 total,10/07/2024,12/07/2024,5,2,05/07/2024,57
Hotel Mulberry,New York,$239,N/A,Wonderful,"1,000",No,Yes,3,9.09,Yes,No,556 total,10/07/2024,12/07/2024,5,2,05/07/2024,58
citizenM New York Bowery,New York,$354,N/A,Wonderful,"1,145",No,Yes,,9.29,Yes,Yes,819 total,10/07/2024,12/07/2024,5,2,05/07/2024,59
The Hotel Chelsea,Chelsea,$473,$525,Exceptional,708,No,Yes,,9.89,Yes,Yes,"1,091 total",10/07/2024,12/07/2024,5,2,05/07/2024,60
New York LaGuardia Airport Marriott,Queens,$279,N/A,Excellent,"1,002",No,No,5,8.88,No,No,648 total,10/07/2024,12/07/2024,5,2,05/07/2024,61
Pod 39,New York,$224,N/A,Excellent,"1,530",No,No,,8.88,No,No,567 total,10/07/2024,12/07/2024,5,2,05/07/2024,62
The Hotel Chelsea,Chelsea,$473,$525,Exceptional,708,No,Yes,,9.89,Yes,Yes,"1,091 total",10/07/2024,12/07/2024,5,2,05/07/2024,63
Cambria Hotel New York - Chelsea,Chelsea,$279,N/A,Excellent,"1,001",No,Yes,6,8.68,Yes,Yes,647 total,10/07/2024,12/07/2024,5,2,05/07/2024,64
The Pearl New York,Theater District,$289,N/A,Exceptional,"1,384",No,Yes,,9.49,Yes,Yes,739 total,10/07/2024,12/07/2024,5,2,05/07/2024,65
Executive Hotel Le Soleil New York,New York,$279,$314,Wonderful,"2,287",No,Yes,,9.09,Yes,No,691 total,10/07/2024,12/07/2024,5,2,05/07/2024,66
Truss Hotel Times Square,New York,$286,$336,Very,"1,599",No,No,,8.28,No,No,663 total,10/07/2024,12/07/2024,5,2,05/07/2024,67
Kixby,New York,$268,N/A,Wonderful,"1,012",No,Yes,,9.29,Yes,Yes,691 total,10/07/2024,12/07/2024,5,2,05/07/2024,68
The Gregorian,New York,$274,N/A,Wonderful,"1,263",No,Yes,,9.29,Yes,Yes,716 total,10/07/2024,12/07/2024,5,2,05/07/2024,69
The Belvedere Hotel,New York,$249,N/A,Excellent,"3,539",No,Yes,,8.68,Yes,Yes,628 total,10/07/2024,12/07/2024,5,2,05/07/2024,70
Comfort Inn Manhattan - Midtown West,New York,$203,N/A,Good,"1,203",Breakfast included,Yes,1,7.47,Yes,Yes,473 total,10/07/2024,12/07/2024,5,2,05/07/2024,71
The FIDI Hotel,New York,$219,N/A,Excellent,417,No,Yes,5,8.88,Yes,Yes,578 total,10/07/2024,12/07/2024,5,2,05/07/2024,72
The Lucerne Hotel,Upper West Side,$304,N/A,Wonderful,"1,622",No,Yes,,9.29,Yes,No,705 total,10/07/2024,12/07/2024,5,2,05/07/2024,73
1 Hotel Central Park,Central New York City,$519,$742,Wonderful,"1,000",No,No,,9.09,No,No,"1,302 total",10/07/2024,12/07/2024,5,2,05/07/2024,74
Heritage Hotel,New York,$222,$244,Very,"1,245",No,Yes,,8.08,Yes,No,518 total,10/07/2024,12/07/2024,5,2,05/07/2024,75
Hotel Belleclaire,Upper West Side,$285,N/A,Wonderful,"1,707",Breakfast included,Yes,,9.09,Yes,Yes,728 total,10/07/2024,12/07/2024,5,2,05/07/2024,76
