name,neighborhood,current_price,original_price,reviews_desc,num_reviews,breakfast,free_cancellation,rooms_left,grade,fully_refundable,reserve_now_pay_later,price_after_taxes,checkin_date,checkout_date,TTT,LOS,Snapshot Date,order
N/A,N/A,N/A,N/A,N/A,N/A,No,No,,N/A,No,No,N/A,06/07/2024,07/07/2024,1,1,05/07/2024,1
Hyatt House Jersey City,Jersey City,$213,$237,Excellent,"1,299",Breakfast included,No,,8.68,No,No,249 total,06/07/2024,07/07/2024,1,1,05/07/2024,2
Courtyard New York Manhattan/ Midtown East,New York,$297,$607,Excellent,"2,021",No,No,5,8.88,No,No,345 total,06/07/2024,07/07/2024,1,1,05/07/2024,3
The Maritime Hotel,New York,$239,$265,Exceptional,"1,004",Breakfast included,Yes,7,9.49,Yes,Yes,277 total,06/07/2024,07/07/2024,1,1,05/07/2024,4
"PUBLIC, an Ian Schrager hotel",New York,$549,N/A,Very,"2,614",No,No,,8.28,No,No,679 total,06/07/2024,07/07/2024,1,1,05/07/2024,5
"The Cloud One New York-Downtown, by the Motel One Group",New York,$189,N/A,Excellent,625,No,No,5,8.88,No,No,220 total,06/07/2024,07/07/2024,1,1,05/07/2024,6
Hyatt Place New York/Chelsea,Chelsea,$208,$231,Very,"1,358",Breakfast included,No,1,8.28,No,No,242 total,06/07/2024,07/07/2024,1,1,05/07/2024,7
The Maritime Hotel,New York,$239,$265,Exceptional,"1,004",Breakfast included,Yes,7,9.49,Yes,Yes,277 total,06/07/2024,07/07/2024,1,1,05/07/2024,8
Doubletree by Hilton New York Times Square South,New York,$279,N/A,Excellent,"3,772",No,Yes,,8.88,Yes,Yes,324 total,06/07/2024,07/07/2024,1,1,05/07/2024,9
Sofitel New York,Central New York City,$299,N/A,Excellent,"1,005",No,No,,8.68,No,No,382 total,06/07/2024,07/07/2024,1,1,05/07/2024,10
The Washington by LuxUrban,New York,$209,N/A,Very,"1,006",No,Yes,,8.28,Yes,No,243 total,06/07/2024,07/07/2024,1,1,05/07/2024,11
Hyatt Grand Central New York,New York,$246,$289,Very,"3,726",No,No,6,8.08,No,No,331 total,06/07/2024,07/07/2024,1,1,05/07/2024,12
Tempo by Hilton New York Times Square,Theater District,$327,N/A,Exceptional,"2,643",No,No,1,9.49,No,No,419 total,06/07/2024,07/07/2024,1,1,05/07/2024,13
The Hotel Chelsea,Chelsea,$369,$410,Exceptional,708,No,Yes,7,9.89,Yes,Yes,427 total,06/07/2024,07/07/2024,1,1,05/07/2024,14
Moxy NYC Downtown,New York,$212,$249,Excellent,"1,016",No,No,5,8.68,No,No,271 total,06/07/2024,07/07/2024,1,1,05/07/2024,15
"Club Quarters, Times Square - Midtown",Central New York City,$259,N/A,Excellent,"2,626",No,Yes,,8.68,Yes,Yes,329 total,06/07/2024,07/07/2024,1,1,05/07/2024,16
Park Terrace Hotel,Central New York City,$287,N/A,Exceptional,"1,316",No,No,,9.49,No,No,373 total,06/07/2024,07/07/2024,1,1,05/07/2024,17
Chelsea Savoy Hotel,Chelsea,$217,$255,Excellent,"1,962",Breakfast included,Yes,,8.68,Yes,Yes,252 total,06/07/2024,07/07/2024,1,1,05/07/2024,18
"Holiday Inn New York City - Times Square, an IHG Hotel",New York,$245,N/A,Very,"1,454",No,No,1,8.28,No,No,285 total,06/07/2024,07/07/2024,1,1,05/07/2024,19
Grayson Hotel in the Unbound Collection by Hyatt,Central New York City,$243,$270,Wonderful,326,No,No,,9.29,No,No,317 total,06/07/2024,07/07/2024,1,1,05/07/2024,20
Courtyard New York Manhattan/ Midtown East,New York,$297,$607,Excellent,"2,021",No,No,5,8.88,No,No,345 total,06/07/2024,07/07/2024,1,1,05/07/2024,21
"Club Quarters Hotel, Grand Central",New York,$269,N/A,Excellent,"1,996",No,Yes,,8.68,Yes,Yes,341 total,06/07/2024,07/07/2024,1,1,05/07/2024,22
Hotel Stanford,New York,$269,$285,Excellent,100,No,No,,8.88,No,No,313 total,06/07/2024,07/07/2024,1,1,05/07/2024,23
Broadway Plaza Hotel,New York,$260,$289,Wonderful,"1,524",No,No,1,9.29,No,No,313 total,06/07/2024,07/07/2024,1,1,05/07/2024,24
citizenM New York Bowery,New York,$276,$325,Wonderful,"1,145",No,No,,9.29,No,No,321 total,06/07/2024,07/07/2024,1,1,05/07/2024,25
Hyatt Place New York City/Times Square,New York,$231,$257,Very,"1,559",Breakfast included,No,7,8.08,No,No,269 total,06/07/2024,07/07/2024,1,1,05/07/2024,26
Ameritania Hotel at Times Square,Theater District,$224,N/A,Excellent,"3,132",No,No,,8.68,No,No,283 total,06/07/2024,07/07/2024,1,1,05/07/2024,27
Courtyard New York Manhattan/Times Square West,New York,$303,$379,Wonderful,"1,011",No,No,,9.09,No,No,351 total,06/07/2024,07/07/2024,1,1,05/07/2024,28
The Westin New York Grand Central,New York,$249,$508,Excellent,"2,625",No,No,,8.88,No,No,351 total,06/07/2024,07/07/2024,1,1,05/07/2024,29
The New Yorker A Wyndham Hotel,New York,$229,N/A,Very,"4,647",No,No,,8.28,No,No,300 total,06/07/2024,07/07/2024,1,1,05/07/2024,30
Grayson Hotel in the Unbound Collection by Hyatt,Central New York City,$243,$270,Wonderful,326,No,No,,9.29,No,No,317 total,06/07/2024,07/07/2024,1,1,05/07/2024,31
Westgate New York Grand Central,New York,$237,$269,Wonderful,"1,704",No,No,,9.09,No,No,315 total,06/07/2024,07/07/2024,1,1,05/07/2024,32
Soho 54,New York,$208,$219,Good,"1,044",No,No,,7.47,No,No,277 total,06/07/2024,07/07/2024,1,1,05/07/2024,33
Hilton New York Fashion District,Chelsea,$224,N/A,Very,"1,007",No,No,2,8.28,No,No,261 total,06/07/2024,07/07/2024,1,1,05/07/2024,34
Motto by Hilton New York City Chelsea,Chelsea,$199,N/A,Wonderful,"1,081",No,No,1,9.09,No,No,266 total,06/07/2024,07/07/2024,1,1,05/07/2024,35
Freehand New York,New York,$199,N/A,Very,"1,062",No,No,1,8.28,No,No,272 total,06/07/2024,07/07/2024,1,1,05/07/2024,36
Hotel St. James,Theater District,$266,$296,Excellent,"4,404",No,No,,8.68,No,No,309 total,06/07/2024,07/07/2024,1,1,05/07/2024,37
YOTEL New York Times Square,New York,$223,$279,Good,"2,301",No,No,,7.47,No,No,305 total,06/07/2024,07/07/2024,1,1,05/07/2024,38
Renaissance New York Midtown Hotel,New York,$299,N/A,Wonderful,"1,004",No,No,5,9.29,No,No,347 total,06/07/2024,07/07/2024,1,1,05/07/2024,39
Wingate by Wyndham New York Midtown South/5th Ave,New York,$254,$289,Excellent,"1,001",Breakfast included,No,1,8.68,No,No,295 total,06/07/2024,07/07/2024,1,1,05/07/2024,40
Artezen Hotel,New York,$242,$269,Exceptional,"1,348",No,No,4,9.69,No,No,297 total,06/07/2024,07/07/2024,1,1,05/07/2024,41
Hilton Garden Inn New York/West 35th Street,New York,$289,N/A,Wonderful,"2,104",No,No,1,9.09,No,No,335 total,06/07/2024,07/07/2024,1,1,05/07/2024,42
Courtyard by Marriott New York World Trade Center Area,New York,$239,N/A,Excellent,549,No,No,5,8.88,No,No,278 total,06/07/2024,07/07/2024,1,1,05/07/2024,43
The Flat NYC,New York,$189,$236,Excellent,292,No,No,1,8.68,No,No,220 total,06/07/2024,07/07/2024,1,1,05/07/2024,44
Washington Square Hotel,Greenwich Village,$264,N/A,Wonderful,"1,005",No,No,1,9.09,No,No,307 total,06/07/2024,07/07/2024,1,1,05/07/2024,45
The Hotel Chelsea,Chelsea,$369,$410,Exceptional,708,No,Yes,7,9.89,Yes,Yes,427 total,06/07/2024,07/07/2024,1,1,05/07/2024,46
Soho Grand Hotel,SoHo,$317,$369,Excellent,"1,005",No,No,,8.88,No,No,408 total,06/07/2024,07/07/2024,1,1,05/07/2024,47
Four Points by Sheraton Manhattan SoHo Village,New York,$239,N/A,Very,"1,004",No,No,5,8.48,No,No,278 total,06/07/2024,07/07/2024,1,1,05/07/2024,48
World Center Hotel,New York,$265,N/A,Excellent,"2,047",No,Yes,,8.88,Yes,Yes,336 total,06/07/2024,07/07/2024,1,1,05/07/2024,49
Omni Berkshire Place,New York,$299,N/A,Wonderful,"1,223",No,No,,9.29,No,No,387 total,06/07/2024,07/07/2024,1,1,05/07/2024,50
"Dream Downtown, by Hyatt",New York,$248,$275,Good,"1,077",No,No,4,7.67,No,No,345 total,06/07/2024,07/07/2024,1,1,05/07/2024,51
"The Bernic Hotel New York City, Tapestry Collection by Hilton",New York,$229,N/A,Excellent,"1,001",No,Yes,1,8.88,Yes,Yes,266 total,06/07/2024,07/07/2024,1,1,05/07/2024,52
The Frederick Hotel,New York,$189,N/A,Excellent,"1,003",No,Yes,,8.88,Yes,Yes,262 total,06/07/2024,07/07/2024,1,1,05/07/2024,53
Roxy Hotel New York,New York,$269,$299,Wonderful,"1,024",No,No,,9.29,No,No,352 total,06/07/2024,07/07/2024,1,1,05/07/2024,54
Four Points By Sheraton New York Downtown,New York,$219,N/A,Very,"1,575",No,No,5,8.08,No,No,255 total,06/07/2024,07/07/2024,1,1,05/07/2024,55
Courtyard by Marriott New York Manhattan / Chelsea,Chelsea,$279,N/A,Wonderful,"1,004",No,No,5,9.29,No,No,326 total,06/07/2024,07/07/2024,1,1,05/07/2024,56
"Crowne Plaza HY36 Midtown Manhattan, an IHG Hotel",New York,$234,N/A,Wonderful,"1,821",No,No,3,9.29,No,No,306 total,06/07/2024,07/07/2024,1,1,05/07/2024,57
Hilton Garden Inn New York/Manhattan-Midtown East,New York,$244,N/A,Very,"1,264",No,Yes,1,8.28,Yes,Yes,284 total,06/07/2024,07/07/2024,1,1,05/07/2024,58
"Martinique New York on Broadway, Curio Collection by Hilton",New York,$279,N/A,Excellent,"1,170",No,No,,8.88,No,No,370 total,06/07/2024,07/07/2024,1,1,05/07/2024,59
Aloft New York Chelsea,Chelsea,$249,N/A,Wonderful,146,No,No,5,9.29,No,No,289 total,06/07/2024,07/07/2024,1,1,05/07/2024,60
Aloft New York Chelsea,Chelsea,$249,N/A,Wonderful,146,No,No,5,9.29,No,No,289 total,06/07/2024,07/07/2024,1,1,05/07/2024,61
Courtyard by Marriott New York Downtown Manhattan/Financial District,New York,$209,N/A,Good,862,No,No,5,7.87,No,No,243 total,06/07/2024,07/07/2024,1,1,05/07/2024,62
Hilton Garden Inn New York/Midtown Park Ave,New York,$280,N/A,Very,"1,004",No,No,2,8.48,No,No,325 total,06/07/2024,07/07/2024,1,1,05/07/2024,63
"The Draper New York, Tapestry Collection by Hilton",New York,$239,N/A,Excellent,727,No,No,7,8.88,No,No,278 total,06/07/2024,07/07/2024,1,1,05/07/2024,64
Library Hotel by Library Hotel Collection,New York,$275,$305,Exceptional,"1,002",No,No,1,9.69,No,No,343 total,06/07/2024,07/07/2024,1,1,05/07/2024,65
Made Hotel,New York,$260,N/A,Wonderful,324,No,No,5,9.29,No,No,336 total,06/07/2024,07/07/2024,1,1,05/07/2024,66
Heritage Hotel,New York,$216,$237,Very,"1,245",No,No,,8.08,No,No,252 total,06/07/2024,07/07/2024,1,1,05/07/2024,67
Virgin Hotels New York City,New York,$331,$345,Excellent,"1,501",No,No,,8.88,No,No,422 total,06/07/2024,07/07/2024,1,1,05/07/2024,68
Moxy NYC Times Square,New York,$259,N/A,Excellent,"1,981",No,No,5,8.68,No,No,331 total,06/07/2024,07/07/2024,1,1,05/07/2024,69
"InterContinental New York Barclay, an IHG Hotel",New York,$279,N/A,Excellent,"1,005",No,No,,8.88,No,No,369 total,06/07/2024,07/07/2024,1,1,05/07/2024,70
"Candlewood Suites New York City-Times Square, an IHG Hotel",New York,$224,$299,Very,"1,006",No,No,,8.08,No,No,278 total,06/07/2024,07/07/2024,1,1,05/07/2024,71
Arlo Midtown,New York,$299,N/A,Wonderful,"5,373",No,Yes,,9.29,Yes,Yes,381 total,06/07/2024,07/07/2024,1,1,05/07/2024,72
"Holiday Inn Manhattan 6th Ave - Chelsea, an IHG Hotel",Chelsea,$239,N/A,Good,"1,000",No,No,1,7.47,No,No,278 total,06/07/2024,07/07/2024,1,1,05/07/2024,73
Fairfield Inn by Marriott New York Manhattan/Times Square,New York,$299,N/A,Excellent,"1,124",Breakfast included,No,,8.88,No,No,347 total,06/07/2024,07/07/2024,1,1,05/07/2024,74
Smyth Tribeca,New York,$235,N/A,Wonderful,754,No,No,,9.09,No,No,325 total,06/07/2024,07/07/2024,1,1,05/07/2024,75
The Lex NYC,New York,$180,$201,Very,"1,001",Breakfast included,No,,8.48,No,No,244 total,06/07/2024,07/07/2024,1,1,05/07/2024,76
"Club Quarters Hotel, World Trade Center",New York,$265,N/A,Excellent,"1,415",No,Yes,,8.68,Yes,Yes,336 total,06/07/2024,07/07/2024,1,1,05/07/2024,77
Kixby,New York,$241,N/A,Wonderful,"1,012",No,No,,9.29,No,No,314 total,06/07/2024,07/07/2024,1,1,05/07/2024,78
Westgate New York Grand Central,New York,$237,$269,Wonderful,"1,704",No,No,,9.09,No,No,315 total,06/07/2024,07/07/2024,1,1,05/07/2024,79
"Hotel 50 Bowery, part of JdV by Hyatt",New York,$221,$245,Wonderful,"1,007",No,No,,9.09,No,No,292 total,06/07/2024,07/07/2024,1,1,05/07/2024,80
Fairfield Inn & Suites New York Midtown Manhattan/Penn Station,Chelsea,$275,N/A,Excellent,"1,332",Breakfast included,No,5,8.88,No,No,319 total,06/07/2024,07/07/2024,1,1,05/07/2024,81
Radio City Apartments,Theater District,$259,N/A,Excellent,"3,585",No,No,,8.88,No,No,301 total,06/07/2024,07/07/2024,1,1,05/07/2024,82
Tuscany by LuxUrban,New York,$253,N/A,Very,"1,009",No,Yes,,8.48,Yes,No,294 total,06/07/2024,07/07/2024,1,1,05/07/2024,83
Omni Berkshire Place,New York,$299,N/A,Wonderful,"1,223",No,No,,9.29,No,No,387 total,06/07/2024,07/07/2024,1,1,05/07/2024,84
Executive Hotel Le Soleil New York,New York,$269,N/A,Wonderful,"2,287",No,No,,9.09,No,No,334 total,06/07/2024,07/07/2024,1,1,05/07/2024,85
The Luxury Collection Hotel Manhattan Midtown,New York,$359,$399,Excellent,"1,002",No,Yes,3,8.68,Yes,Yes,458 total,06/07/2024,07/07/2024,1,1,05/07/2024,86
citizenM New York Times Square,Theater District,$337,N/A,Wonderful,"1,075",No,Yes,1,9.29,Yes,Yes,390 total,06/07/2024,07/07/2024,1,1,05/07/2024,87
Hampton Inn Manhattan/Times Square Central,Theater District,$309,N/A,Wonderful,"1,628",Breakfast included,No,,9.09,No,No,358 total,06/07/2024,07/07/2024,1,1,05/07/2024,88
The Nolitan,New York,$203,$225,Excellent,"1,002",No,No,1,8.88,No,No,276 total,06/07/2024,07/07/2024,1,1,05/07/2024,89
45 Times Square Hotel,Theater District,$300,N/A,Excellent,"1,268",No,No,,8.68,No,No,365 total,06/07/2024,07/07/2024,1,1,05/07/2024,90
Fairfield Inn & Suites New York Midtown Manhattan/Penn Station,Chelsea,$275,N/A,Excellent,"1,332",Breakfast included,No,5,8.88,No,No,319 total,06/07/2024,07/07/2024,1,1,05/07/2024,91
Courtyard by Marriott New York Manhattan/Midtown West,New York,$324,N/A,Wonderful,"1,020",No,No,5,9.09,No,No,375 total,06/07/2024,07/07/2024,1,1,05/07/2024,92
DoubleTree by Hilton Hotel New York City - Chelsea,Chelsea,$259,N/A,Good,"1,049",No,Yes,,7.87,Yes,Yes,301 total,06/07/2024,07/07/2024,1,1,05/07/2024,93
Sofitel New York,Central New York City,$299,N/A,Excellent,"1,005",No,No,,8.68,No,No,382 total,06/07/2024,07/07/2024,1,1,05/07/2024,94
Hotel Boutique at Grand Central,New York,$269,N/A,Excellent,"1,066",No,Yes,,8.68,Yes,Yes,341 total,06/07/2024,07/07/2024,1,1,05/07/2024,95
Hilton Garden Inn New York Times Square South,New York,$339,N/A,Wonderful,"3,172",No,Yes,,9.09,Yes,Yes,393 total,06/07/2024,07/07/2024,1,1,05/07/2024,96
The Bowery Hotel,New York,$378,$395,Exceptional,448,No,Yes,,9.49,Yes,No,438 total,06/07/2024,07/07/2024,1,1,05/07/2024,97
The Knickerbocker Hotel,Theater District,$305,N/A,Wonderful,"1,101",No,No,,9.09,No,No,405 total,06/07/2024,07/07/2024,1,1,05/07/2024,98
"Gild Hall, A Thompson Hotel, by Hyatt",New York,$224,$249,Wonderful,"1,001",No,No,5,9.09,No,No,298 total,06/07/2024,07/07/2024,1,1,05/07/2024,99
Hotel Elysee by Library Hotel Collection,New York,$284,$299,Wonderful,"1,000",No,No,,9.29,No,No,354 total,06/07/2024,07/07/2024,1,1,05/07/2024,100
Fitzpatrick Grand Central,New York,$228,N/A,Wonderful,"1,004",No,Yes,1,9.09,Yes,Yes,294 total,06/07/2024,07/07/2024,1,1,05/07/2024,101
Moxy NYC Chelsea,Chelsea,$259,N/A,Excellent,"1,003",No,No,5,8.68,No,No,331 total,06/07/2024,07/07/2024,1,1,05/07/2024,102
Hotel Mulberry,New York,$249,N/A,Wonderful,"1,000",No,Yes,1,9.09,Yes,No,289 total,06/07/2024,07/07/2024,1,1,05/07/2024,103
Aura Hotel Times Square,Theater District,$279,$349,Excellent,73,No,Yes,,8.88,Yes,Yes,359 total,06/07/2024,07/07/2024,1,1,05/07/2024,104
Hilton Club The Central at 5th New York,New York,$339,N/A,Exceptional,535,No,Yes,,9.69,Yes,Yes,393 total,06/07/2024,07/07/2024,1,1,05/07/2024,105
The Prince Kitano New York,New York,$319,N/A,Wonderful,"1,518",No,Yes,,9.29,Yes,Yes,370 total,06/07/2024,07/07/2024,1,1,05/07/2024,106
AC Hotel by Marriott New York Downtown,New York,$299,N/A,Wonderful,"1,002",No,No,5,9.09,No,No,347 total,06/07/2024,07/07/2024,1,1,05/07/2024,107
Millennium Downtown New York,New York,$239,N/A,Good,"2,346",No,Yes,,7.47,Yes,Yes,318 total,06/07/2024,07/07/2024,1,1,05/07/2024,108
"The Lexington Hotel, Autograph Collection",New York,$249,N/A,Very,"1,003",No,No,4,8.48,No,No,324 total,06/07/2024,07/07/2024,1,1,05/07/2024,109
Untitled at 3 Freeman Alley,New York,$274,$277,Wonderful,263,Breakfast included,No,,9.29,No,No,350 total,06/07/2024,07/07/2024,1,1,05/07/2024,110
Hampton Inn New York Times Square,Theater District,$299,N/A,Very,"1,220",Breakfast included,No,,8.28,No,No,347 total,06/07/2024,07/07/2024,1,1,05/07/2024,111
The Marlton Hotel,Greenwich Village,$328,$365,Wonderful,"1,006",Breakfast included,Yes,4,9.29,Yes,No,380 total,06/07/2024,07/07/2024,1,1,05/07/2024,112
Hotel 32 32,New York,$251,$335,Very,"1,643",No,No,3,8.08,No,No,326 total,06/07/2024,07/07/2024,1,1,05/07/2024,113
The Gregorian,New York,$259,N/A,Wonderful,"1,263",No,No,,9.29,No,No,341 total,06/07/2024,07/07/2024,1,1,05/07/2024,114
Hampton Inn Manhattan-Chelsea,Chelsea,$269,N/A,Very,"1,003",Breakfast included,Yes,,8.08,Yes,Yes,312 total,06/07/2024,07/07/2024,1,1,05/07/2024,115
Hotel 48LEX New York,New York,$194,$259,Very,"1,000",No,No,,8.28,No,No,278 total,06/07/2024,07/07/2024,1,1,05/07/2024,116
City Club Hotel,Central New York City,$206,$229,Good,"1,345",Breakfast included,Yes,3,7.67,Yes,Yes,265 total,06/07/2024,07/07/2024,1,1,05/07/2024,117
Hyatt Centric Wall Street New York,New York,$228,$253,Excellent,"1,004",No,No,8,8.88,No,No,305 total,06/07/2024,07/07/2024,1,1,05/07/2024,118
Fairfield Inn & Suites by Marriott New York ManhattanChelsea,Chelsea,$219,N/A,Very,"1,001",Breakfast included,No,5,8.48,No,No,255 total,06/07/2024,07/07/2024,1,1,05/07/2024,119
Sheraton New York Times Square Hotel,Theater District,$309,N/A,Good,"2,263",No,No,5,7.87,No,No,388 total,06/07/2024,07/07/2024,1,1,05/07/2024,120
The Life Hotel,New York,$229,N/A,Very,"1,004",No,Yes,,8.48,Yes,Yes,295 total,06/07/2024,07/07/2024,1,1,05/07/2024,121
DoubleTree by Hilton New York Downtown,New York,$249,N/A,Good,"1,639",No,Yes,,7.87,Yes,Yes,289 total,06/07/2024,07/07/2024,1,1,05/07/2024,122
Hyatt Herald Square New York,New York,$233,$274,Very,"1,001",No,No,8,8.48,No,No,299 total,06/07/2024,07/07/2024,1,1,05/07/2024,123
"The Beekman, A Thompson Hotel, by Hyatt",New York,$336,$395,Exceptional,999,No,No,1,9.49,No,No,435 total,06/07/2024,07/07/2024,1,1,05/07/2024,124
The High Line Hotel,Chelsea,$297,$349,Excellent,859,No,No,1,8.68,No,No,389 total,06/07/2024,07/07/2024,1,1,05/07/2024,125
Hilton Garden Inn NYC Financial Center/Manhattan Downtown,New York,$269,N/A,Excellent,"1,660",No,Yes,,8.88,Yes,Yes,312 total,06/07/2024,07/07/2024,1,1,05/07/2024,126
"Hotel Indigo NYC Financial District, an IHG Hotel",New York,$249,N/A,Wonderful,391,No,No,,9.29,No,No,289 total,06/07/2024,07/07/2024,1,1,05/07/2024,127
Pod Times Square,New York,$269,N/A,Excellent,"4,179",No,No,,8.88,No,No,335 total,06/07/2024,07/07/2024,1,1,05/07/2024,128
Hard Rock Hotel New York,Theater District,$359,N/A,Exceptional,"2,645",No,Yes,,9.49,Yes,Yes,461 total,06/07/2024,07/07/2024,1,1,05/07/2024,129
Millennium Hotel Broadway Times Square,Theater District,$296,$329,Good,"5,932",No,Yes,,7.47,Yes,Yes,378 total,06/07/2024,07/07/2024,1,1,05/07/2024,130
"Thompson Central Park New York, by Hyatt",New York,$339,$399,Wonderful,597,No,No,,9.09,No,No,433 total,06/07/2024,07/07/2024,1,1,05/07/2024,131
Element New York Times Square West,New York,$279,N/A,Very,"1,836",Breakfast included,No,5,8.28,No,No,326 total,06/07/2024,07/07/2024,1,1,05/07/2024,132
Truss Hotel Times Square,New York,$260,$275,Very,"1,599",No,No,,8.28,No,No,302 total,06/07/2024,07/07/2024,1,1,05/07/2024,133
"Kimpton Hotel Eventi, an IHG Hotel",Chelsea,$305,N/A,Wonderful,"1,005",No,No,2,9.09,No,No,392 total,06/07/2024,07/07/2024,1,1,05/07/2024,134
Arlo SoHo,New York,$279,N/A,Excellent,"1,375",No,Yes,,8.88,Yes,Yes,358 total,06/07/2024,07/07/2024,1,1,05/07/2024,135
Hyatt Centric Midtown 5th Avenue New York,New York,$233,$259,Excellent,610,No,No,2,8.68,No,No,309 total,06/07/2024,07/07/2024,1,1,05/07/2024,136
Hotel Hendricks,Central New York City,$229,N/A,Very,"1,060",No,No,,8.48,No,No,309 total,06/07/2024,07/07/2024,1,1,05/07/2024,137
Hilton Garden Inn New York/Tribeca,New York,$279,N/A,Very,"1,008",No,Yes,2,8.48,Yes,Yes,324 total,06/07/2024,07/07/2024,1,1,05/07/2024,138
Best Western Premier Empire State Hotel,New York,$300,N/A,Wonderful,689,No,No,1,9.09,No,No,348 total,06/07/2024,07/07/2024,1,1,05/07/2024,139
"InterContinental New York Times Square, an IHG Hotel",New York,$299,N/A,Very,"1,065",No,No,,8.48,No,No,387 total,06/07/2024,07/07/2024,1,1,05/07/2024,140
"33 Hotel, New York City, Seaport",New York,$288,$339,Wonderful,469,No,No,,9.09,No,No,374 total,06/07/2024,07/07/2024,1,1,05/07/2024,141
Fairfield Inn by Marriott New York Manhattan/Fifth Avenue,New York,$219,N/A,Very,"1,000",Breakfast included,No,5,8.48,No,No,255 total,06/07/2024,07/07/2024,1,1,05/07/2024,142
SpringHill Suites by Marriott New York Manhattan/Chelsea,Chelsea,$269,N/A,Excellent,514,Breakfast included,No,,8.68,No,No,314 total,06/07/2024,07/07/2024,1,1,05/07/2024,143
Renaissance New York Chelsea Hotel,Chelsea,$239,N/A,Very,620,No,No,4,8.48,No,No,312 total,06/07/2024,07/07/2024,1,1,05/07/2024,144
SpringHill Suites by Marriott New York Manhattan/Times Square South,New York,$284,N/A,Very,"1,420",Breakfast included,No,5,8.48,No,No,329 total,06/07/2024,07/07/2024,1,1,05/07/2024,145
Hotel Belleclaire,Upper West Side,$279,N/A,Wonderful,"1,707",Breakfast included,Yes,,9.09,Yes,Yes,357 total,06/07/2024,07/07/2024,1,1,05/07/2024,146
The Broome,SoHo,$278,$309,Exceptional,282,Breakfast included,No,1,9.49,No,No,361 total,06/07/2024,07/07/2024,1,1,05/07/2024,147
Walker Hotel Tribeca,New York,$269,N/A,Excellent,638,No,Yes,,8.68,Yes,Yes,347 total,06/07/2024,07/07/2024,1,1,05/07/2024,148
The Moore,Chelsea,$265,N/A,Wonderful,241,No,No,,9.29,No,No,340 total,06/07/2024,07/07/2024,1,1,05/07/2024,149
New York Hilton Midtown,Central New York City,$309,N/A,Very,"1,963",No,No,,8.08,No,No,398 total,06/07/2024,07/07/2024,1,1,05/07/2024,150
"Martinique New York on Broadway, Curio Collection by Hilton",New York,$279,N/A,Excellent,"1,170",No,No,,8.88,No,No,370 total,06/07/2024,07/07/2024,1,1,05/07/2024,151
N/A,N/A,N/A,N/A,N/A,N/A,No,No,,N/A,No,No,N/A,06/07/2024,08/07/2024,1,2,05/07/2024,2
Hyatt House Jersey City,Jersey City,$211,$234,Excellent,"1,299",Breakfast included,No,,8.68,No,No,491 total,06/07/2024,08/07/2024,1,2,05/07/2024,3
Courtyard New York Manhattan/Times Square West,New York,$183,$229,Wonderful,"1,011",No,No,,9.09,No,Yes,427 total,06/07/2024,08/07/2024,1,2,05/07/2024,4
Hotel 32 32,New York,$182,$243,Very,"1,643",No,No,3,8.08,No,No,493 total,06/07/2024,08/07/2024,1,2,05/07/2024,5
"PUBLIC, an Ian Schrager hotel",New York,$444,$474,Very,"2,614",No,No,,8.28,No,Yes,"1,118 total",06/07/2024,08/07/2024,1,2,05/07/2024,6
Courtyard New York Manhattan/Times Square West,New York,$183,$229,Wonderful,"1,011",No,No,,9.09,No,Yes,427 total,06/07/2024,08/07/2024,1,2,05/07/2024,7
"Club Quarters Hotel, Grand Central",New York,$193,$227,Excellent,"1,996",No,Yes,,8.68,Yes,Yes,507 total,06/07/2024,08/07/2024,1,2,05/07/2024,8
"Club Quarters, Times Square - Midtown",Central New York City,$197,$232,Excellent,"2,626",No,Yes,,8.68,Yes,Yes,517 total,06/07/2024,08/07/2024,1,2,05/07/2024,9
Hyatt Place New York/Chelsea,Chelsea,$176,$195,Very,"1,358",Breakfast included,No,1,8.28,No,No,410 total,06/07/2024,08/07/2024,1,2,05/07/2024,10
45 Times Square Hotel,Theater District,$225,N/A,Excellent,"1,268",No,No,,8.68,No,Yes,558 total,06/07/2024,08/07/2024,1,2,05/07/2024,11
World Center Hotel,New York,$184,$217,Excellent,"2,047",No,Yes,,8.88,Yes,Yes,488 total,06/07/2024,08/07/2024,1,2,05/07/2024,12
"The Cloud One New York-Downtown, by the Motel One Group",New York,$179,N/A,Excellent,625,No,No,5,8.88,No,No,418 total,06/07/2024,08/07/2024,1,2,05/07/2024,13
citizenM New York Times Square,Theater District,$226,$266,Wonderful,"1,075",No,No,1,9.29,No,No,525 total,06/07/2024,08/07/2024,1,2,05/07/2024,14
Sonesta Simply Suites Jersey City,Jersey City,$204,$227,Excellent,"1,002",No,Yes,1,8.68,Yes,Yes,475 total,06/07/2024,08/07/2024,1,2,05/07/2024,15
Park Terrace Hotel,Central New York City,$246,$274,Exceptional,"1,316",No,No,,9.49,No,No,652 total,06/07/2024,08/07/2024,1,2,05/07/2024,16
Hilton Garden Inn New York/Manhattan-Chelsea,Chelsea,$216,$254,Very,"1,794",No,No,,8.48,No,Yes,503 total,06/07/2024,08/07/2024,1,2,05/07/2024,17
Doubletree by Hilton New York Times Square South,New York,$229,N/A,Excellent,"3,772",No,Yes,,8.88,Yes,Yes,533 total,06/07/2024,08/07/2024,1,2,05/07/2024,18
