page_num,hotel_a_features,hotel_b_features,idx_a,idx_b,prediction
445,"[0.6184131180599007 0.9466361029426213 -1.0792639281645382
 -0.3867848879466975 1.0731186842130929 0.6844559882465442
 1.0731186842130929 1.3742085535472515 1.6421475874869658
 1.6177908721812173 1.4371817358704835 1.9333258945733065]","[-1.2626284302157151 0.047039421176382004 0.29854536143878285
 -0.3867848879466975 -0.9318633760750238 -0.02645164731902943
 -0.9318633760750238 -0.7276915846715514 -0.03831625388873293
 1.6177908721812173 1.4371817358704835 0.4241920680947575]",20254,20195,-1
445,"[-0.8940459646752228 0.047039421176382004 -1.0205087345780426
 -0.3867848879466975 1.0731186842130929 0.32033256515198383
 1.0731186842130929 -0.7276915846715514 0.6279729183058423
 1.6177908721812173 1.4371817358704835 1.0225503922774803]","[-0.3602368766510615 0.047039421176382004 -0.45058335678903566
 2.585416419210797 1.0731186842130929 0.32033256515198383
 1.0731186842130929 1.3742085535472515 0.971927505721921
 1.6177908721812173 1.4371817358704835 1.3314374327847858]",20187,20271,1
445,"[-0.7923680431468111 -1.7521539423560966 -0.23612690019832683
 -0.3867848879466975 1.0731186842130929 -1.430927707826625
 1.0731186842130929 -0.7276915846715514 0.6260074635206075
 1.6177908721812173 1.4371817358704835 1.0207853234745816]","[0.08460403003573953 -0.8525572605898573 0.6824126262038872
 -0.3867848879466975 -0.9318633760750238 -0.7200200722610528
 -0.9318633760750238 -0.7276915846715514 1.5635293960775762
 1.6177908721812173 1.4371817358704835 1.862723142457351]",20204,20248,1
445,"[0.14815273099099682 0.047039421176382004 -0.18422647919692242
 -0.3867848879466975 -0.9318633760750238 -0.02645164731902943
 -0.9318633760750238 -0.7276915846715514 1.6500094066279045
 1.6177908721812173 1.4371817358704835 1.940386169784902]","[-0.8686264842931198 -0.8525572605898573 -0.4437285842039445
 -0.3867848879466975 -0.9318633760750238 -1.066804284732063
 -0.9318633760750238 -0.7276915846715514 0.4805638094132372
 1.6177908721812173 1.4371817358704835 0.8901702320600638]",20217,20174,-1
445,"[-1.0719823273499431 -0.8525572605898573 -0.45156261001547726
 -0.3867848879466975 -0.9318633760750238 -1.066804284732063
 -0.9318633760750238 -0.7276915846715514 0.35477470315821413
 1.6177908721812173 1.4371817358704835 0.777205828674535]","[-0.7923680431468111 0.047039421176382004 0.06842085322500854
 -0.3867848879466975 1.0731186842130929 0.32033256515198383
 1.0731186842130929 1.3742085535472515 0.5965256417420866
 1.6177908721812173 1.4371817358704835 0.9943092914310983]",20144,20193,-1
445,"[1.1649319462751135 1.8462327847088607 1.1739977458775668
 -0.3867848879466975 -0.9318633760750238 1.3780244131885675
 -0.9318633760750238 -0.7276915846715514 2.565911336547291
 1.6177908721812173 1.4371817358704835 2.762908231935784]","[-1.0338531067767889 0.047039421176382004 -1.144873894336125
 -0.3867848879466975 -0.9318633760750238 -0.02645164731902943
 -0.9318633760750238 -0.7276915846715514 0.16216013420521005
 1.6177908721812173 1.4371817358704835 0.6042290859904441]",20156,20176,-1
445,"[0.22441117213730558 0.047039421176382004 0.49243750027421823
 2.585416419210797 1.0731186842130929 -0.02645164731902943
 1.0731186842130929 1.3742085535472515 1.2765729974333049
 1.6177908721812173 1.4371817358704835 1.6050230972341133]","[1.317448828567731 1.8462327847088607 -0.45352111646836046
 -0.3867848879466975 -0.9318633760750238 1.3780244131885675
 -0.9318633760750238 -0.7276915846715514 2.701527716728488
 1.6177908721812173 1.4371817358704835 2.884697979335807]",20216,20211,1
445,"[-0.4110758374152673 -0.8525572605898573 -0.4407908245246197
 -0.3867848879466975 -0.9318633760750238 -0.3732358597900396
 -0.9318633760750238 -0.7276915846715514 0.7183838384266401
 1.6177908721812173 1.4371817358704835 1.1037435572108294]","[-0.8940459646752228 -1.7521539423560966 -0.4407908245246197
 -0.3867848879466975 1.0731186842130929 -2.1244961327686482
 1.0731186842130929 -0.7276915846715514 0.7419692958494569
 1.6177908721812173 1.4371817358704835 1.124924382845616]",20177,20221,1
445,"[0.05918454965363661 -0.8525572605898573 0.25839597915467755
 2.585416419210797 1.0731186842130929 -0.7200200722610528
 1.0731186842130929 1.3742085535472515 1.4750839307420132
 1.6177908721812173 1.4371817358704835 1.783295046326901]","[0.14815273099099682 0.047039421176382004 -0.46331364873277636
 -0.3867848879466975 -0.9318633760750238 0.32033256515198383
 -0.9318633760750238 -0.7276915846715514 1.5045657525205343
 1.6177908721812173 1.4371817358704835 1.8097710783703844]",20259,20255,1
445,"[0.02105532908048224 0.9466361029426213 0.6334499648818076
 -0.3867848879466975 -0.9318633760750238 0.6844559882465442
 -0.9318633760750238 -0.7276915846715514 1.0937857024064745
 1.6177908721812173 1.4371817358704835 1.440871698564517]","[-0.3602368766510615 0.047039421176382004 0.5776325309746368
 -0.3867848879466975 1.0731186842130929 0.32033256515198383
 1.0731186842130929 1.3742085535472515 1.0367875136346671
 1.6177908721812173 1.4371817358704835 1.3896847032804491]",20175,20149,-1
445,"[0.008345588889430782 0.9466361029426213 -0.44862485033615246
 -0.3867848879466975 1.0731186842130929 1.0312402007175543
 1.0731186842130929 1.3742085535472515 1.0800275189098314
 1.6177908721812173 1.4371817358704835 1.4285162169442247]","[0.21170143194625413 0.047039421176382004 -0.44764559710971086
 -0.3867848879466975 -0.9318633760750238 0.32033256515198383
 -0.9318633760750238 -0.7276915846715514 1.712903959755416
 1.6177908721812173 1.4371817358704835 1.9968683714776665]",20232,20252,1
445,"[-0.30939791588685567 -0.8525572605898573 -0.4456870906568277
 2.585416419210797 -0.9318633760750238 -1.066804284732063
 -0.9318633760750238 -0.7276915846715514 0.800932939406499
 1.6177908721812173 1.4371817358704835 1.1778764469325826]","[-0.4237855776063188 0.9466361029426213 -0.5494879326596366
 -0.3867848879466975 1.0731186842130929 0.6844559882465442
 1.0731186842130929 1.3742085535472515 1.0348220588494326
 1.6177908721812173 1.4371817358704835 1.3879196344775502]",20256,20190,1
445,"[0.23712091232835703 -0.8525572605898573 0.5012507793121925
 -0.3867848879466975 -0.9318633760750238 -1.066804284732063
 -0.9318633760750238 -0.7276915846715514 1.6873530475473646
 1.6177908721812173 1.4371817358704835 1.973922477039981]","[0.097313770226791 0.9466361029426213 0.08898517098028198
 -0.3867848879466975 -0.9318633760750238 1.0312402007175543
 -0.9318633760750238 -0.7276915846715514 1.5615639412923414
 1.6177908721812173 1.4371817358704835 1.8609580736544522]",20230,20168,-1
445,"[0.02105532908048224 0.9466361029426213 0.6334499648818076
 -0.3867848879466975 -0.9318633760750238 0.6844559882465442
 -0.9318633760750238 -0.7276915846715514 1.0937857024064745
 1.6177908721812173 1.4371817358704835 1.440871698564517]","[0.3387988338567687 0.9466361029426213 -1.1125585378635523
 -0.3867848879466975 -0.9318633760750238 1.0312402007175543
 -0.9318633760750238 -0.7276915846715514 1.720765778896355
 1.6177908721812173 1.4371817358704835 2.003928646689262]",20175,20202,1
445,"[-0.05520311206582651 0.047039421176382004 2.272719865945034
 -0.3867848879466975 -0.9318633760750238 0.32033256515198383
 -0.9318633760750238 -0.7276915846715514 1.0348220588494326
 1.6177908721812173 1.4371817358704835 1.3879196344775502]","[1.317448828567731 1.8462327847088607 -0.45352111646836046
 -0.3867848879466975 -0.9318633760750238 1.3780244131885675
 -0.9318633760750238 -0.7276915846715514 2.701527716728488
 1.6177908721812173 1.4371817358704835 2.884697979335807]",20158,20211,1
445,"[0.6184131180599007 0.9466361029426213 -1.0792639281645382
 -0.3867848879466975 1.0731186842130929 0.6844559882465442
 1.0731186842130929 1.3742085535472515 1.6421475874869658
 1.6177908721812173 1.4371817358704835 1.9333258945733065]","[-0.4619147981794732 0.047039421176382004 -0.4202265067693463
 -0.3867848879466975 -0.9318633760750238 -0.02645164731902943
 -0.9318633760750238 -0.7276915846715514 0.9503075030843389
 1.6177908721812173 1.4371817358704835 1.312021675952898]",20254,20273,-1
445,"[-0.3602368766510615 0.047039421176382004 0.5776325309746368
 -0.3867848879466975 1.0731186842130929 0.32033256515198383
 1.0731186842130929 1.3742085535472515 1.0367875136346671
 1.6177908721812173 1.4371817358704835 1.3896847032804491]","[-0.3348173962689586 0.047039421176382004 0.20257854524750676
 -0.3867848879466975 -0.9318633760750238 0.32033256515198383
 -0.9318633760750238 -0.7276915846715514 0.7852093011246211
 1.6177908721812173 1.4371817358704835 1.1637558965093915]",20149,20172,-1
445,"[-0.16959077378528964 -0.8525572605898573 -0.09511443559073747
 2.585416419210797 1.0731186842130929 -0.7200200722610528
 1.0731186842130929 -0.7276915846715514 0.926722045661522
 1.6177908721812173 1.4371817358704835 1.2908408503181115]","[-0.4873342785615761 0.9466361029426213 0.2397901678522873
 -0.3867848879466975 -0.9318633760750238 0.6844559882465442
 -0.9318633760750238 -0.7276915846715514 1.0407184232051367
 1.6177908721812173 1.4371817358704835 1.3932148408862468]",20183,20135,-1
445,"[-0.16959077378528964 -0.8525572605898573 -0.09511443559073747
 2.585416419210797 1.0731186842130929 -0.7200200722610528
 1.0731186842130929 -0.7276915846715514 0.926722045661522
 1.6177908721812173 1.4371817358704835 1.2908408503181115]","[0.35150857404782015 1.8462327847088607 -0.9069153603108179
 -0.3867848879466975 1.0731186842130929 1.7248086256595778
 1.0731186842130929 1.3742085535472515 1.38663846540645 1.6177908721812173
 1.4371817358704835 1.7038669501964512]",20183,20173,1
445,"[-0.30939791588685567 -0.8525572605898573 -0.4456870906568277
 2.585416419210797 -0.9318633760750238 -1.066804284732063
 -0.9318633760750238 -0.7276915846715514 0.800932939406499
 1.6177908721812173 1.4371817358704835 1.1778764469325826]","[-0.22042973454949547 1.8462327847088607 -0.9225834119338834
 -0.3867848879466975 1.0731186842130929 1.7248086256595778
 1.0731186842130929 1.3742085535472515 1.2451257208695492
 1.6177908721812173 1.4371817358704835 1.5767819963877312]",20256,20146,-1
445,"[0.02105532908048224 0.9466361029426213 0.1663461758691678
 -0.3867848879466975 1.0731186842130929 1.0312402007175543
 1.0731186842130929 -0.7276915846715514 1.0996820667621787
 1.6177908721812173 1.4371817358704835 1.4461669049732135]","[-0.3602368766510615 0.047039421176382004 -0.45058335678903566
 2.585416419210797 1.0731186842130929 0.32033256515198383
 1.0731186842130929 1.3742085535472515 0.971927505721921
 1.6177908721812173 1.4371817358704835 1.3314374327847858]",20192,20271,1
445,"[-0.25855895512264987 0.9466361029426213 -0.1871642388762472
 -0.3867848879466975 -0.9318633760750238 1.0312402007175543
 -0.9318633760750238 -0.7276915846715514 1.2451257208695492
 1.6177908721812173 1.4371817358704835 1.5767819963877312]","[-0.029783631683723593 0.9466361029426213 -0.43883231807173656
 -0.3867848879466975 1.0731186842130929 0.6844559882465442
 1.0731186842130929 1.3742085535472515 1.05447660670178 1.6177908721812173
 1.4371817358704835 1.405570322506539]",20198,20152,-1
445,"[-0.652560901045245 -0.8525572605898573 -0.44862485033615246
 -0.3867848879466975 1.0731186842130929 -0.3732358597900396
 1.0731186842130929 1.3742085535472515 1.0643038806279534
 1.6177908721812173 1.4371817358704835 1.4143956665210335]","[-0.4237855776063188 0.9466361029426213 -0.5494879326596366
 -0.3867848879466975 1.0731186842130929 0.6844559882465442
 1.0731186842130929 1.3742085535472515 1.0348220588494326
 1.6177908721812173 1.4371817358704835 1.3879196344775502]",20263,20190,-1
445,"[0.4658962357672833 0.047039421176382004 -1.0136539619929514
 -0.3867848879466975 -0.9318633760750238 0.32033256515198383
 -0.9318633760750238 -0.7276915846715514 1.7345239623929982
 1.6177908721812173 1.4371817358704835 2.0162841283095543]","[-0.4110758374152673 -0.8525572605898573 -0.23220988729256045
 -0.3867848879466975 1.0731186842130929 -1.066804284732063
 1.0731186842130929 -0.7276915846715514 1.05447660670178
 1.6177908721812173 1.4371817358704835 1.405570322506539]",20143,20267,-1
445,"[-0.47462453837052465 0.047039421176382004 2.8916079050561203
 -0.3867848879466975 -0.9318633760750238 -0.02645164731902943
 -0.9318633760750238 -0.7276915846715514 0.6515583757286592
 1.6177908721812173 1.4371817358704835 1.043731217912267]","[-0.1441712934031867 0.9466361029426213 -0.3076123857285631
 -0.3867848879466975 1.0731186842130929 1.0312402007175543
 1.0731186842130929 -0.7276915846715514 0.9522729578695736
 1.6177908721812173 1.4371817358704835 1.313786744755797]",20157,20148,-1
445,"[-0.8940459646752228 0.047039421176382004 -1.0205087345780426
 -0.3867848879466975 1.0731186842130929 0.32033256515198383
 1.0731186842130929 -0.7276915846715514 0.6279729183058423
 1.6177908721812173 1.4371817358704835 1.0225503922774803]","[-0.28397843550475277 0.047039421176382004 0.5335661357847651
 -0.3867848879466975 1.0731186842130929 -0.02645164731902943
 1.0731186842130929 1.3742085535472515 1.1095093406883525
 1.6177908721812173 1.4371817358704835 1.4549922489877078]",20187,20153,1
445,"[-0.3983660972242159 -0.8525572605898573 0.13696857907592003
 -0.3867848879466975 -0.9318633760750238 -0.7200200722610528
 -0.9318633760750238 -0.7276915846715514 0.7203492932118749
 1.6177908721812173 1.4371817358704835 1.1055086260137281]","[0.37692805442992305 0.047039421176382004 1.1514749216694102
 -0.3867848879466975 1.0731186842130929 0.32033256515198383
 1.0731186842130929 1.3742085535472515 1.9998603583996875
 1.6177908721812173 1.4371817358704835 2.254568416700904]",20160,20250,1
445,"[-0.32210765607790715 0.047039421176382004 0.5159395777088165
 -0.3867848879466975 -0.9318633760750238 -0.02645164731902943
 -0.9318633760750238 -0.7276915846715514 1.0819929736950662
 1.6177908721812173 1.4371817358704835 1.4302812857471234]","[0.37692805442992305 0.9466361029426213 0.17222169522781738
 2.585416419210797 1.0731186842130929 0.6844559882465442
 1.0731186842130929 1.3742085535472515 1.4141548323997364
 1.6177908721812173 1.4371817358704835 1.7285779134370356]",20188,20270,-1
445,"[0.22441117213730558 0.047039421176382004 0.49243750027421823
 2.585416419210797 1.0731186842130929 -0.02645164731902943
 1.0731186842130929 1.3742085535472515 1.2765729974333049
 1.6177908721812173 1.4371817358704835 1.6050230972341133]","[-0.7923680431468111 0.9466361029426213 -0.560259718150494
 -0.3867848879466975 -0.9318633760750238 0.6844559882465442
 -0.9318633760750238 -0.7276915846715514 0.7183838384266401
 1.6177908721812173 1.4371817358704835 1.1037435572108294]",20216,20236,-1
445,"[-0.8813362244841713 -1.7521539423560966 -0.40847546805204715
 -0.3867848879466975 1.0731186842130929 -2.1244961327686482
 1.0731186842130929 1.3742085535472515 0.6358347374467812
 1.6177908721812173 1.4371817358704835 1.029610667489076]","[-1.0719823273499431 -0.8525572605898573 -0.45156261001547726
 -0.3867848879466975 -0.9318633760750238 -1.066804284732063
 -0.9318633760750238 -0.7276915846715514 0.35477470315821413
 1.6177908721812173 1.4371817358704835 0.777205828674535]",20165,20144,-1
445,"[-0.30939791588685567 0.9466361029426213 -0.45254186324191886
 -0.3867848879466975 1.0731186842130929 0.6844559882465442
 1.0731186842130929 -0.7276915846715514 0.8028983941917337
 1.6177908721812173 1.4371817358704835 1.1796415157354814]","[0.5929936376777979 -0.8525572605898573 1.137765376499228
 -0.3867848879466975 1.0731186842130929 -0.7200200722610528
 1.0731186842130929 1.3742085535472515 2.05489309238626 1.6177908721812173
 1.4371817358704835 2.3039903431820727]",20266,20138,-1
445,"[-0.8813362244841713 -0.8525572605898573 -0.44862485033615246
 -0.3867848879466975 1.0731186842130929 -1.066804284732063
 1.0731186842130929 1.3742085535472515 0.2938456048159373
 1.6177908721812173 1.4371817358704835 0.7224886957846696]","[-0.95759466563048 -0.8525572605898573 -0.4456870906568277
 -0.3867848879466975 -0.9318633760750238 -1.066804284732063
 -0.9318633760750238 -0.7276915846715514 0.45894380677565505
 1.6177908721812173 1.4371817358704835 0.8707544752281761]",20238,20159,-1
445,"[-0.19501025416739257 0.9466361029426213 1.6802716639478703
 -0.3867848879466975 -0.9318633760750238 0.6844559882465442
 -0.9318633760750238 -0.7276915846715514 0.9031365882387052
 1.6177908721812173 1.4371817358704835 1.2696600246833247]","[-0.1823005139763411 -1.7521539423560966 -0.39966218901407286
 -0.3867848879466975 1.0731186842130929 -1.430927707826625
 1.0731186842130929 1.3742085535472515 0.9129638621648789
 1.6177908721812173 1.4371817358704835 1.2784853686978193]",20154,20200,1
445,"[-0.4110758374152673 -0.8525572605898573 -0.23220988729256045
 -0.3867848879466975 1.0731186842130929 -1.066804284732063
 1.0731186842130929 -0.7276915846715514 1.05447660670178
 1.6177908721812173 1.4371817358704835 1.405570322506539]","[-0.6398511608541936 -0.8525572605898573 -0.3888904035232153
 -0.3867848879466975 1.0731186842130929 -0.3732358597900396
 1.0731186842130929 1.3742085535472515 0.926722045661522
 1.6177908721812173 1.4371817358704835 1.2908408503181115]",20267,20244,-1
445,"[-0.95759466563048 -0.8525572605898573 -0.4456870906568277
 -0.3867848879466975 -0.9318633760750238 -1.066804284732063
 -0.9318633760750238 -0.7276915846715514 0.45894380677565505
 1.6177908721812173 1.4371817358704835 0.8707544752281761]","[0.21170143194625413 0.047039421176382004 -0.44764559710971086
 -0.3867848879466975 -0.9318633760750238 0.32033256515198383
 -0.9318633760750238 -0.7276915846715514 1.712903959755416
 1.6177908721812173 1.4371817358704835 1.9968683714776665]",20159,20252,1
445,"[0.13544299079994537 -0.8525572605898573 -0.4417700777510613
 -0.3867848879466975 -0.9318633760750238 -0.7200200722610528
 -0.9318633760750238 -0.7276915846715514 1.1979548060239156
 1.6177908721812173 1.4371817358704835 1.534420345118158]","[-0.1441712934031867 0.9466361029426213 -0.3076123857285631
 -0.3867848879466975 1.0731186842130929 1.0312402007175543
 1.0731186842130929 -0.7276915846715514 0.9522729578695736
 1.6177908721812173 1.4371817358704835 1.313786744755797]",20220,20148,-1
445,"[-0.5890122000899878 0.9466361029426213 -1.045969318465524
 -0.3867848879466975 -0.9318633760750238 1.0312402007175543
 -0.9318633760750238 -0.7276915846715514 0.5493547268964529
 1.6177908721812173 1.4371817358704835 0.9519476401615249]","[-0.3856563570331644 -0.8525572605898573 0.39353292440361737
 -0.3867848879466975 -0.9318633760750238 -0.7200200722610528
 -0.9318633760750238 -0.7276915846715514 1.0328566040641978
 1.6177908721812173 1.4371817358704835 1.3861545656746512]",20228,20191,1
445,"[0.7200910395883124 0.9466361029426213 -0.47408543422363386
 -0.3867848879466975 -0.9318633760750238 1.0312402007175543
 -0.9318633760750238 -0.7276915846715514 2.0647203663124336
 1.6177908721812173 1.4371817358704835 2.3128156871965673]","[-0.30939791588685567 -0.8525572605898573 -0.4456870906568277
 2.585416419210797 -0.9318633760750238 -1.066804284732063
 -0.9318633760750238 -0.7276915846715514 0.800932939406499
 1.6177908721812173 1.4371817358704835 1.1778764469325826]",20272,20256,-1
445,"[-0.3348173962689586 0.047039421176382004 0.20257854524750676
 -0.3867848879466975 -0.9318633760750238 0.32033256515198383
 -0.9318633760750238 -0.7276915846715514 0.7852093011246211
 1.6177908721812173 1.4371817358704835 1.1637558965093915]","[1.4064170099050912 1.8462327847088607 -0.44862485033615246
 -0.3867848879466975 1.0731186842130929 1.3780244131885675
 1.0731186842130929 1.3742085535472515 2.3261258527486537
 1.6177908721812173 1.4371817358704835 2.5475698379821194]",20172,20260,1
445,"[0.21170143194625413 0.047039421176382004 -0.44764559710971086
 -0.3867848879466975 -0.9318633760750238 0.32033256515198383
 -0.9318633760750238 -0.7276915846715514 1.712903959755416
 1.6177908721812173 1.4371817358704835 1.9968683714776665]","[-0.34752713646001004 0.047039421176382004 -0.4290397858073206
 -0.3867848879466975 -0.9318633760750238 -0.02645164731902943
 -0.9318633760750238 -0.7276915846715514 1.0190984205675546
 1.6177908721812173 1.4371817358704835 1.373799084054359]",20252,20180,-1
445,"[-0.2458492149315984 0.047039421176382004 -0.1313468049690764
 -0.3867848879466975 -0.9318633760750238 -0.02645164731902943
 -0.9318633760750238 -0.7276915846715514 1.2588839043661924
 1.6177908721812173 1.4371817358704835 1.5891374780080234]","[-0.05520311206582651 0.047039421176382004 2.272719865945034
 -0.3867848879466975 -0.9318633760750238 0.32033256515198383
 -0.9318633760750238 -0.7276915846715514 1.0348220588494326
 1.6177908721812173 1.4371817358704835 1.3879196344775502]",20212,20158,-1
445,"[-0.4364953177973703 0.047039421176382004 -0.8050730247608923
 -0.3867848879466975 1.0731186842130929 -0.02645164731902943
 1.0731186842130929 1.3742085535472515 1.0289256944937282
 1.6177908721812173 1.4371817358704835 1.3826244280688536]","[0.4404767553851804 0.9466361029426213 3.8414835347044654
 -0.3867848879466975 -0.9318633760750238 1.0312402007175543
 -0.9318633760750238 -0.7276915846715514 1.803314879876214
 1.6177908721812173 1.4371817358704835 2.078061536411015]",20265,20253,1
445,"[-0.22042973454949547 1.8462327847088607 -0.9225834119338834
 -0.3867848879466975 1.0731186842130929 1.7248086256595778
 1.0731186842130929 1.3742085535472515 1.2451257208695492
 1.6177908721812173 1.4371817358704835 1.5767819963877312]","[0.6184131180599007 0.9466361029426213 -1.0792639281645382
 -0.3867848879466975 1.0731186842130929 0.6844559882465442
 1.0731186842130929 1.3742085535472515 1.6421475874869658
 1.6177908721812173 1.4371817358704835 1.9333258945733065]",20146,20254,1
445,"[-1.0338531067767889 0.047039421176382004 -1.144873894336125
 -0.3867848879466975 -0.9318633760750238 -0.02645164731902943
 -0.9318633760750238 -0.7276915846715514 0.16216013420521005
 1.6177908721812173 1.4371817358704835 0.6042290859904441]","[-0.017073891492672133 0.047039421176382004 -0.00012687262590296036
 -0.3867848879466975 1.0731186842130929 -0.02645164731902943
 1.0731186842130929 -0.7276915846715514 1.394500284547389
 1.6177908721812173 1.4371817358704835 1.7109272254080468]",20176,20213,-1
445,"[-0.19501025416739257 -0.8525572605898573 0.3690515937425775
 2.585416419210797 -0.9318633760750238 -0.7200200722610528
 -0.9318633760750238 -0.7276915846715514 0.9247565908762874
 1.6177908721812173 1.4371817358704835 1.2890757815152125]","[-0.1187518130210838 0.9466361029426213 -0.30565387927567994
 -0.3867848879466975 -0.9318633760750238 1.0312402007175543
 -0.9318633760750238 -0.7276915846715514 1.4082584680440322
 1.6177908721812173 1.4371817358704835 1.723282707028339]",20249,20210,1
445,"[-0.32210765607790715 0.047039421176382004 -0.4427493309775029
 -0.3867848879466975 -0.9318633760750238 0.32033256515198383
 -0.9318633760750238 -0.7276915846715514 0.79307112026556
 1.6177908721812173 1.4371817358704835 1.170816171720987]","[-0.3602368766510615 0.047039421176382004 -0.04223476136289145
 -0.3867848879466975 1.0731186842130929 -0.02645164731902943
 1.0731186842130929 1.3742085535472515 1.0367875136346671
 1.6177908721812173 1.4371817358704835 1.3896847032804491]",20147,20166,1
