name,neighborhood,current_price,original_price,reviews_desc,num_reviews,breakfast,free_cancellation,rooms_left,grade,fully_refundable,reserve_now_pay_later,price_after_taxes,checkin_date,checkout_date,TTT,LOS,Snapshot Date,order
New York Marriott Marquis,Theater District,$339,N/A,Wonderful,"2,828",No,No,2,9.29,No,Yes,877 total,08/07/2024,10/07/2024,1,2,07/07/2024,23
"Candlewood Suites New York City-Times Square, an IHG Hotel",New York,$194,$259,Very,"1,010",No,No,,8.08,No,Yes,491 total,08/07/2024,10/07/2024,1,2,07/07/2024,24
Hotel St. James,Theater District,$251,$260,Excellent,"4,415",No,No,,8.68,No,No,583 total,08/07/2024,10/07/2024,1,2,07/07/2024,25
Pod 51,New York,$178,$307,Very,"1,339",No,No,6,8.08,No,Yes,461 total,08/07/2024,10/07/2024,1,2,07/07/2024,26
Virgin Hotels New York City,New York,$347,$365,Excellent,"1,519",No,No,2,8.88,No,No,881 total,08/07/2024,10/07/2024,1,2,07/07/2024,27
"The Jewel Hotel, New York",Central New York City,$329,N/A,Wonderful,"2,046",No,Yes,,9.29,Yes,Yes,819 total,08/07/2024,10/07/2024,1,2,07/07/2024,28
Millennium Downtown New York,New York,$219,N/A,Good,"2,353",No,Yes,,7.47,Yes,Yes,590 total,08/07/2024,10/07/2024,1,2,07/07/2024,29
Four Points By Sheraton New York Downtown,New York,$204,N/A,Very,"1,579",No,No,5,8.08,No,Yes,475 total,08/07/2024,10/07/2024,1,2,07/07/2024,30
Aura Hotel Times Square,Theater District,$271,$339,Excellent,78,No,Yes,,8.88,Yes,Yes,699 total,08/07/2024,10/07/2024,1,2,07/07/2024,31
Moxy Brooklyn Willamsburg,Williamsburg,$350,N/A,Excellent,428,No,No,,8.88,No,Yes,860 total,08/07/2024,10/07/2024,1,2,07/07/2024,32
Adria Hotel And Conference Center,Queens,$189,N/A,Very,"1,008",Breakfast included,No,,8.28,No,Yes,441 total,08/07/2024,10/07/2024,1,2,07/07/2024,33
Soho 54,New York,$249,N/A,Good,"1,046",No,No,,7.47,No,Yes,647 total,08/07/2024,10/07/2024,1,2,07/07/2024,34
Untitled at 3 Freeman Alley,New York,$252,$257,Wonderful,265,Breakfast included,No,,9.29,No,No,644 total,08/07/2024,10/07/2024,1,2,07/07/2024,35
Soho Grand Hotel,SoHo,$381,$434,Excellent,"1,007",No,No,,8.88,No,No,962 total,08/07/2024,10/07/2024,1,2,07/07/2024,36
citizenM New York Bowery,New York,$319,N/A,Wonderful,"1,149",No,Yes,,9.29,Yes,Yes,739 total,08/07/2024,10/07/2024,1,2,07/07/2024,37
Comfort Inn Manhattan - Midtown West,New York,$182,N/A,Good,"1,208",Breakfast included,No,1,7.47,No,Yes,424 total,08/07/2024,10/07/2024,1,2,07/07/2024,38
Wingate by Wyndham New York Midtown South/5th Ave,New York,$250,$284,Excellent,"1,002",Breakfast included,No,1,8.68,No,Yes,581 total,08/07/2024,10/07/2024,1,2,07/07/2024,39
Heritage Hotel,New York,$196,$216,Very,"1,249",No,No,,8.08,No,No,458 total,08/07/2024,10/07/2024,1,2,07/07/2024,40
Hotel 32 32,New York,$214,$286,Very,"1,645",No,No,7,8.08,No,No,567 total,08/07/2024,10/07/2024,1,2,07/07/2024,41
YOTEL New York Times Square,New York,$234,$390,Good,"2,303",No,No,,7.47,No,No,634 total,08/07/2024,10/07/2024,1,2,07/07/2024,42
JG Sohotel,SoHo,$221,N/A,Excellent,242,No,No,,8.68,No,No,559 total,08/07/2024,10/07/2024,1,2,07/07/2024,43
Tuscany by LuxUrban,New York,$245,N/A,Very,"1,011",No,Yes,,8.48,Yes,No,569 total,08/07/2024,10/07/2024,1,2,07/07/2024,44
Hyatt Place New York/Chelsea,Chelsea,$269,$299,Very,"1,366",Breakfast included,No,7,8.28,No,No,625 total,08/07/2024,10/07/2024,1,2,07/07/2024,45
The Wall Street Hotel,New York,$535,N/A,Exceptional,264,No,No,,9.89,No,No,"1,235 total",08/07/2024,10/07/2024,1,2,07/07/2024,46
Hotel Beacon,Upper West Side,$371,$530,Wonderful,"1,045",No,No,,9.29,No,No,862 total,08/07/2024,10/07/2024,1,2,07/07/2024,47
Ameritania Hotel at Times Square,Theater District,$269,N/A,Excellent,"3,140",No,No,,8.68,No,Yes,669 total,08/07/2024,10/07/2024,1,2,07/07/2024,48
Doxie Hotel,New York,$174,N/A,Good,765,No,No,8,7.27,No,No,406 total,08/07/2024,10/07/2024,1,2,07/07/2024,49
Orchard Street Hotel,New York,$161,$179,Good,650,No,Yes,,7.27,Yes,No,407 total,08/07/2024,10/07/2024,1,2,07/07/2024,50
45 Times Square Hotel,Theater District,$270,N/A,Excellent,"1,273",No,No,,8.68,No,Yes,661 total,08/07/2024,10/07/2024,1,2,07/07/2024,51
Hotel 32 32,New York,$214,$286,Very,"1,645",No,No,7,8.08,No,No,567 total,08/07/2024,10/07/2024,1,2,07/07/2024,52
Park Terrace Hotel,Central New York City,$435,$452,Exceptional,"1,318",No,Yes,,9.49,Yes,Yes,"1,085 total",08/07/2024,10/07/2024,1,2,07/07/2024,53
SIXTY Lower East Side,New York,$293,$319,Good,"1,007",No,No,,7.47,No,Yes,681 total,08/07/2024,10/07/2024,1,2,07/07/2024,54
City Club Hotel,Central New York City,$203,$239,Good,"1,350",Breakfast included,Yes,2,7.67,Yes,Yes,523 total,08/07/2024,10/07/2024,1,2,07/07/2024,55
"Dream Midtown, by Hyatt",New York,$243,N/A,Very,"1,226",No,No,,8.08,No,No,634 total,08/07/2024,10/07/2024,1,2,07/07/2024,56
Courtyard by Marriott New York Downtown Manhattan/Financial District,New York,$209,N/A,Good,867,No,No,5,7.87,No,Yes,487 total,08/07/2024,10/07/2024,1,2,07/07/2024,57
Hilton Garden Inn NYC Financial Center/Manhattan Downtown,New York,$259,N/A,Excellent,"1,670",No,Yes,,8.88,Yes,Yes,600 total,08/07/2024,10/07/2024,1,2,07/07/2024,58
The New Yorker A Wyndham Hotel,New York,$263,N/A,Very,"4,662",No,No,,8.28,No,Yes,677 total,08/07/2024,10/07/2024,1,2,07/07/2024,59
Sonesta Simply Suites Jersey City,Jersey City,$267,$297,Excellent,"1,005",No,Yes,1,8.68,Yes,Yes,622 total,08/07/2024,10/07/2024,1,2,07/07/2024,60
Aloft Long Island City - Manhattan View,Long Island City,$244,N/A,Excellent,"1,004",No,No,,8.68,No,Yes,567 total,08/07/2024,10/07/2024,1,2,07/07/2024,61
The FIDI Hotel,New York,$239,N/A,Excellent,421,No,No,2,8.88,No,Yes,624 total,08/07/2024,10/07/2024,1,2,07/07/2024,62
DoubleTree by Hilton New York Downtown,New York,$254,N/A,Good,"1,651",No,Yes,,7.87,Yes,Yes,590 total,08/07/2024,10/07/2024,1,2,07/07/2024,63
Redford Hotel,New York,$188,$209,Good,172,No,Yes,,7.07,Yes,Yes,469 total,08/07/2024,10/07/2024,1,2,07/07/2024,64
Washington Square Hotel,Greenwich Village,$287,N/A,Wonderful,"1,008",No,No,3,9.09,No,No,666 total,08/07/2024,10/07/2024,1,2,07/07/2024,65
Park Lane New York,Central New York City,$424,$499,Excellent,931,No,No,1,8.68,No,Yes,"1,093 total",08/07/2024,10/07/2024,1,2,07/07/2024,66
The Belvedere Hotel,New York,$249,N/A,Excellent,"3,542",No,Yes,,8.68,Yes,Yes,628 total,08/07/2024,10/07/2024,1,2,07/07/2024,67
Hyatt Centric Wall Street New York,New York,$241,$268,Excellent,"1,010",No,No,1,8.88,No,No,641 total,08/07/2024,10/07/2024,1,2,07/07/2024,68
Broadway Plaza Hotel,New York,$350,$389,Wonderful,"1,530",No,No,1,9.29,No,No,833 total,08/07/2024,10/07/2024,1,2,07/07/2024,69
The Solita Soho Hotel,New York,$183,$199,Good,"1,005",No,Yes,,7.87,Yes,No,474 total,08/07/2024,10/07/2024,1,2,07/07/2024,70
Tempo by Hilton New York Times Square,Theater District,$422,N/A,Exceptional,"2,652",No,No,,9.49,No,Yes,"1,055 total",08/07/2024,10/07/2024,1,2,07/07/2024,71
Empire Hotel,New York,$274,N/A,Good,"3,745",No,No,,7.67,No,Yes,726 total,08/07/2024,10/07/2024,1,2,07/07/2024,72
The Hotel @ Fifth Avenue,New York,$213,$238,Good,"1,222",No,Yes,5,7.87,Yes,No,547 total,08/07/2024,10/07/2024,1,2,07/07/2024,73
The Luxury Collection Hotel Manhattan Midtown,New York,$476,$529,Excellent,"1,002",No,Yes,4,8.68,Yes,Yes,"1,184 total",08/07/2024,10/07/2024,1,2,07/07/2024,74
The Prince Kitano New York,New York,$360,$424,Wonderful,"1,525",No,Yes,,9.29,Yes,Yes,834 total,08/07/2024,10/07/2024,1,2,07/07/2024,75
Pod 39,New York,$254,N/A,Excellent,"1,533",No,No,,8.88,No,Yes,636 total,08/07/2024,10/07/2024,1,2,07/07/2024,76
Hyatt Grand Central New York,New York,$335,N/A,Very,"3,749",No,No,6,8.08,No,No,868 total,08/07/2024,10/07/2024,1,2,07/07/2024,77
Moxy NYC Downtown,New York,$318,$374,Excellent,"1,025",No,No,1,8.68,No,No,787 total,08/07/2024,10/07/2024,1,2,07/07/2024,78
"Holiday Inn Express New York City Times Square, an IHG Hotel",New York,$220,$259,N/A,"1,009",Breakfast included,No,,6.86,No,Yes,547 total,08/07/2024,10/07/2024,1,2,07/07/2024,79
Edge Hotel,New York,$199,N/A,Wonderful,"1,003",No,Yes,7,9.09,Yes,No,464 total,08/07/2024,10/07/2024,1,2,07/07/2024,80
Sanctuary Hotel New York,Theater District,$274,$305,Excellent,"1,007",No,No,5,8.68,No,No,688 total,08/07/2024,10/07/2024,1,2,07/07/2024,81
"Holiday Inn New York City - Times Square, an IHG Hotel",New York,$302,N/A,Very,"1,457",No,No,3,8.28,No,Yes,700 total,08/07/2024,10/07/2024,1,2,07/07/2024,82
Hotel Belleclaire,Upper West Side,$299,N/A,Wonderful,"1,715",Breakfast included,Yes,,9.09,Yes,Yes,760 total,08/07/2024,10/07/2024,1,2,07/07/2024,83
Courtyard New York Manhattan/ Midtown East,New York,$384,$404,Excellent,"2,030",No,No,5,8.88,No,No,888 total,08/07/2024,10/07/2024,1,2,07/07/2024,84
"The Pierre, A Taj Hotel, New York",New York,$595,N/A,Wonderful,"1,002",No,Yes,,9.29,Yes,Yes,"1,441 total",08/07/2024,10/07/2024,1,2,07/07/2024,85
"33 Hotel, New York City, Seaport",New York,$382,$449,Wonderful,470,No,No,,9.09,No,No,963 total,08/07/2024,10/07/2024,1,2,07/07/2024,86
The Wallace,Upper West Side,$389,N/A,Exceptional,872,No,Yes,1,9.89,Yes,Yes,900 total,08/07/2024,10/07/2024,1,2,07/07/2024,87
The Shoreham Hotel,Central New York City,$280,$329,Good,"1,007",No,Yes,,7.67,Yes,Yes,672 total,08/07/2024,10/07/2024,1,2,07/07/2024,88
CIVILIAN Hotel,New York,$314,N/A,Wonderful,"1,493",No,Yes,,9.29,Yes,Yes,728 total,08/07/2024,10/07/2024,1,2,07/07/2024,89
The Gallivant Times Square,Theater District,$216,$254,N/A,"2,763",No,Yes,,6.46,Yes,Yes,537 total,08/07/2024,10/07/2024,1,2,07/07/2024,90
New York LaGuardia Airport Marriott,Queens,$304,N/A,Excellent,"1,006",No,No,5,8.88,No,Yes,705 total,08/07/2024,10/07/2024,1,2,07/07/2024,91
Margaritaville Resort Times Square,Theater District,$315,N/A,Wonderful,"3,670",No,No,2,9.29,No,Yes,845 total,08/07/2024,10/07/2024,1,2,07/07/2024,92
Off Soho Suites Hotel,New York,$199,N/A,Very,"1,002",No,Yes,,8.08,Yes,No,468 total,08/07/2024,10/07/2024,1,2,07/07/2024,93
Margaritaville Resort Times Square,Theater District,$315,N/A,Wonderful,"3,670",No,No,2,9.29,No,Yes,845 total,08/07/2024,10/07/2024,1,2,07/07/2024,94
Nine Orchard,New York,$549,N/A,Exceptional,48,Breakfast included,No,6,9.89,No,Yes,"1,267 total",08/07/2024,10/07/2024,1,2,07/07/2024,95
Arlo NoMad,New York,$329,N/A,Excellent,"1,329",No,Yes,,8.68,Yes,Yes,842 total,08/07/2024,10/07/2024,1,2,07/07/2024,96
Night Hotel Broadway,Upper West Side,$142,N/A,N/A,"1,540",No,No,7,6.46,No,No,363 total,08/07/2024,10/07/2024,1,2,07/07/2024,97
Eurostars Wall Street,New York,$220,N/A,Good,"1,001",No,No,,7.67,No,No,512 total,08/07/2024,10/07/2024,1,2,07/07/2024,98
"InterContinental New York Times Square, an IHG Hotel",New York,$359,N/A,Very,"1,070",No,No,,8.48,No,Yes,911 total,08/07/2024,10/07/2024,1,2,07/07/2024,99
Motto By Hilton New York City Times Square,Theater District,$239,N/A,Wonderful,902,No,Yes,7,9.09,Yes,Yes,624 total,08/07/2024,10/07/2024,1,2,07/07/2024,100
Best Western Premier Empire State Hotel,New York,$294,N/A,Wonderful,691,No,No,4,9.09,No,Yes,683 total,08/07/2024,10/07/2024,1,2,07/07/2024,101
Sheraton New York Times Square Hotel,Theater District,$324,N/A,Good,"2,270",No,No,4,7.87,No,Yes,811 total,08/07/2024,10/07/2024,1,2,07/07/2024,102
The Leo House,Chelsea,$180,N/A,Very,969,Breakfast included,No,,8.28,No,No,420 total,08/07/2024,10/07/2024,1,2,07/07/2024,103
Hilton Garden Inn New York/Central Park South-Midtown West,Theater District,$309,N/A,Good,"1,482",No,No,,7.67,No,Yes,723 total,08/07/2024,10/07/2024,1,2,07/07/2024,104
M Social Hotel Times Square New York,Theater District,$320,$344,Wonderful,"4,106",No,Yes,,9.09,Yes,Yes,822 total,08/07/2024,10/07/2024,1,2,07/07/2024,105
The Herald by LuxUrban,New York,$253,N/A,Very,234,No,Yes,,8.08,Yes,No,588 total,08/07/2024,10/07/2024,1,2,07/07/2024,106
Loews Regency New York Hotel,New York,$555,$579,Wonderful,"1,004",No,No,6,9.09,No,No,"1,294 total",08/07/2024,10/07/2024,1,2,07/07/2024,107
RIU Plaza Manhattan Times Square,Theater District,$364,$560,Wonderful,"3,237",No,No,,9.09,No,Yes,910 total,08/07/2024,10/07/2024,1,2,07/07/2024,108
The Historic Blue Moon Hotel - NYC,New York,$238,N/A,Good,71,No,No,,7.87,No,No,623 total,08/07/2024,10/07/2024,1,2,07/07/2024,109
"Crowne Plaza Times Square Manhattan, an IHG Hotel",Theater District,$309,N/A,Very,"2,160",No,No,,8.28,No,Yes,800 total,08/07/2024,10/07/2024,1,2,07/07/2024,110
The Marlton Hotel,Greenwich Village,$409,$454,Wonderful,"1,009",Breakfast included,Yes,3,9.29,Yes,Yes,945 total,08/07/2024,10/07/2024,1,2,07/07/2024,111
"EVEN Hotel New York - Midtown East, an IHG Hotel",New York,$319,N/A,Excellent,"1,192",No,No,,8.88,No,Yes,796 total,08/07/2024,10/07/2024,1,2,07/07/2024,112
"Kimpton Hotel Theta, an IHG Hotel",Theater District,$265,N/A,Wonderful,427,No,No,5,9.09,No,Yes,709 total,08/07/2024,10/07/2024,1,2,07/07/2024,113
Chelsea Pines Inn,New York,$213,$225,Very,889,No,No,,8.28,No,No,546 total,08/07/2024,10/07/2024,1,2,07/07/2024,114
Paramount Times Square,Theater District,$254,N/A,Good,"2,688",No,No,1,7.07,No,No,670 total,08/07/2024,10/07/2024,1,2,07/07/2024,115
45 Times Square Hotel,Theater District,$270,N/A,Excellent,"1,273",No,No,,8.68,No,Yes,661 total,08/07/2024,10/07/2024,1,2,07/07/2024,116
70 Park Avenue,New York,$329,N/A,Excellent,"1,004",No,No,,8.88,No,Yes,842 total,08/07/2024,10/07/2024,1,2,07/07/2024,117
Romer Hell's Kitchen,New York,$299,N/A,Exceptional,953,No,No,,9.49,No,Yes,785 total,08/07/2024,10/07/2024,1,2,07/07/2024,118
Wyndham Garden Chinatown,New York,$254,$299,Very,"1,001",No,Yes,,8.08,Yes,Yes,630 total,08/07/2024,10/07/2024,1,2,07/07/2024,119
Citadines Connect Fifth Avenue New York,Central New York City,$246,$290,Very,"1,065",Breakfast included,Yes,,8.08,Yes,Yes,622 total,08/07/2024,10/07/2024,1,2,07/07/2024,120
Hotel Mulberry,New York,$279,N/A,Wonderful,"1,001",No,Yes,2,9.09,Yes,No,647 total,08/07/2024,10/07/2024,1,2,07/07/2024,121
The Lombardy Hotel,New York,$399,$469,Excellent,"1,003",No,Yes,,8.88,Yes,Yes,952 total,08/07/2024,10/07/2024,1,2,07/07/2024,122
Placemakr Wall Street,New York,$318,N/A,Wonderful,428,No,Yes,,9.29,Yes,Yes,736 total,08/07/2024,10/07/2024,1,2,07/07/2024,123
Aliz Hotel Times Square,New York,$279,N/A,Very,"1,063",No,Yes,,8.08,Yes,Yes,716 total,08/07/2024,10/07/2024,1,2,07/07/2024,124
Roxy Hotel New York,New York,$459,N/A,Wonderful,"1,026",No,No,,9.29,No,Yes,"1,140 total",08/07/2024,10/07/2024,1,2,07/07/2024,125
Hampton Inn Manhattan/Times Square Central,Theater District,$349,N/A,Wonderful,"1,639",Breakfast included,No,,9.09,No,Yes,808 total,08/07/2024,10/07/2024,1,2,07/07/2024,126
DoubleTree by Hilton Hotel New York City - Chelsea,Chelsea,$309,N/A,Good,"1,055",No,Yes,,7.87,Yes,Yes,716 total,08/07/2024,10/07/2024,1,2,07/07/2024,127
Hotel 27 by LuxUrban,New York,$261,N/A,Good,442,No,Yes,,7.47,Yes,No,607 total,08/07/2024,10/07/2024,1,2,07/07/2024,128
Warwick New York,Central New York City,$341,$358,Excellent,"1,463",No,No,,8.68,No,No,857 total,08/07/2024,10/07/2024,1,2,07/07/2024,129
Hyatt Place New York City/Times Square,New York,$324,$360,Very,"1,564",Breakfast included,No,3,8.08,No,No,750 total,08/07/2024,10/07/2024,1,2,07/07/2024,130
The Shelburne Sonesta New York,New York,$321,$378,Excellent,"1,394",No,No,,8.68,No,No,841 total,08/07/2024,10/07/2024,1,2,07/07/2024,131
The Ludlow Hotel,New York,$469,N/A,Exceptional,"1,005",No,Yes,6,9.49,Yes,Yes,"1,083 total",08/07/2024,10/07/2024,1,2,07/07/2024,132
Courtyard by Marriott New York World Trade Center Area,New York,$314,N/A,Excellent,555,No,No,5,8.88,No,Yes,728 total,08/07/2024,10/07/2024,1,2,07/07/2024,133
The Gatsby Hotel,New York,$197,$219,Good,518,No,Yes,,7.47,Yes,No,524 total,08/07/2024,10/07/2024,1,2,07/07/2024,134
Cambria Hotel New York - Chelsea,Chelsea,$292,N/A,Excellent,"1,001",No,No,1,8.68,No,Yes,676 total,08/07/2024,10/07/2024,1,2,07/07/2024,135
TRYP by Wyndham New York City Times Square / Midtown,New York,$244,N/A,Good,"1,613",No,Yes,3,7.47,Yes,Yes,594 total,08/07/2024,10/07/2024,1,2,07/07/2024,136
Truss Hotel Times Square,New York,$350,$412,Very,"1,603",No,No,,8.28,No,Yes,811 total,08/07/2024,10/07/2024,1,2,07/07/2024,137
Millennium Hilton New York One UN Plaza,New York,$364,N/A,Very,"1,376",No,No,,8.28,No,Yes,923 total,08/07/2024,10/07/2024,1,2,07/07/2024,138
The Pearl New York,Theater District,$384,N/A,Exceptional,"1,387",No,Yes,,9.49,Yes,Yes,961 total,08/07/2024,10/07/2024,1,2,07/07/2024,139
Renaissance New York Harlem Hotel,Harlem,$214,N/A,Excellent,278,No,No,4,8.88,No,No,606 total,08/07/2024,10/07/2024,1,2,07/07/2024,140
Merrion Row Hotel and Public House,Theater District,$302,$329,Exceptional,539,No,No,,9.49,No,No,759 total,08/07/2024,10/07/2024,1,2,07/07/2024,141
Millennium Hotel Broadway Times Square,Theater District,$346,$384,Good,"5,946",No,Yes,,7.47,Yes,Yes,869 total,08/07/2024,10/07/2024,1,2,07/07/2024,142
Omni Berkshire Place,New York,$409,N/A,Wonderful,"1,229",No,No,,9.29,No,Yes,"1,026 total",08/07/2024,10/07/2024,1,2,07/07/2024,143
The Fifth Avenue Hotel,New York,$795,N/A,Exceptional,21,No,No,,9.49,No,Yes,"1,832 total",08/07/2024,10/07/2024,1,2,07/07/2024,144
Arthouse Hotel New York City,Upper West Side,$349,N/A,Excellent,"1,275",No,No,3,8.68,No,Yes,897 total,08/07/2024,10/07/2024,1,2,07/07/2024,145
Walker Hotel Tribeca,New York,$301,$317,Excellent,641,No,Yes,,8.68,Yes,No,768 total,08/07/2024,10/07/2024,1,2,07/07/2024,146
Kixby,New York,$345,$383,Wonderful,"1,015",No,No,,9.29,No,No,867 total,08/07/2024,10/07/2024,1,2,07/07/2024,147
Hotel Hendricks,Central New York City,$301,N/A,Very,"1,066",No,No,,8.48,No,Yes,783 total,08/07/2024,10/07/2024,1,2,07/07/2024,148
Hilton Club The Quin New York,Central New York City,$399,N/A,Excellent,"1,006",No,Yes,,8.88,Yes,Yes,923 total,08/07/2024,10/07/2024,1,2,07/07/2024,149
Hotel Hayden,Chelsea,$214,N/A,Good,"1,004",Breakfast included,No,,7.87,No,Yes,583 total,08/07/2024,10/07/2024,1,2,07/07/2024,150
Hampton Inn Manhattan/Downtown-Financial District,New York,$264,N/A,Very,"1,003",Breakfast included,No,,8.28,No,Yes,613 total,08/07/2024,10/07/2024,1,2,07/07/2024,151
"The Beekman, A Thompson Hotel, by Hyatt",New York,$531,$625,Exceptional,"1,000",No,No,4,9.49,No,No,"1,318 total",08/07/2024,10/07/2024,1,2,07/07/2024,152
N/A,N/A,N/A,N/A,N/A,N/A,No,No,,N/A,No,No,N/A,08/07/2024,11/07/2024,1,3,07/07/2024,3
"Candlewood Suites New York City-Times Square, an IHG Hotel",New York,$214,$286,Very,"1,010",No,No,,8.08,No,Yes,800 total,08/07/2024,11/07/2024,1,3,07/07/2024,4
Penny Williamsburg,Williamsburg,$227,$284,Exceptional,521,No,Yes,,9.69,Yes,Yes,903 total,08/07/2024,11/07/2024,1,3,07/07/2024,5
"voco Fiorello - LaGuardia East, an IHG Hotel",Queens,$254,$299,Very,273,No,No,,8.48,No,Yes,885 total,08/07/2024,11/07/2024,1,3,07/07/2024,6
"PUBLIC, an Ian Schrager hotel",New York,$489,N/A,Very,"2,625",No,No,,8.28,No,Yes,"1,832 total",08/07/2024,11/07/2024,1,3,07/07/2024,7
The Washington by LuxUrban,New York,$220,N/A,Very,"1,016",No,Yes,,8.28,Yes,No,768 total,08/07/2024,11/07/2024,1,3,07/07/2024,8
"Club Quarters Hotel, Grand Central",New York,$263,$310,Excellent,"2,008",No,Yes,,8.68,Yes,Yes,"1,003 total",08/07/2024,11/07/2024,1,3,07/07/2024,9
World Center Hotel,New York,$238,$280,Excellent,"2,053",No,Yes,,8.88,Yes,Yes,915 total,08/07/2024,11/07/2024,1,3,07/07/2024,10
Hotel Stanford,New York,$283,$299,Excellent,101,No,No,,8.88,No,No,986 total,08/07/2024,11/07/2024,1,3,07/07/2024,11
The Hotel Chelsea,Chelsea,$399,$443,Exceptional,709,No,Yes,1,9.89,Yes,Yes,"1,384 total",08/07/2024,11/07/2024,1,3,07/07/2024,12
citizenM New York Bowery,New York,$291,$342,Wonderful,"1,149",No,Yes,,9.29,Yes,No,"1,012 total",08/07/2024,11/07/2024,1,3,07/07/2024,13
Radio Hotel,New York,$138,$145,Excellent,"1,768",No,No,,8.68,No,No,487 total,08/07/2024,11/07/2024,1,3,07/07/2024,14
The Lucerne Hotel,Upper West Side,$245,$272,Wonderful,"1,633",No,No,,9.29,No,No,854 total,08/07/2024,11/07/2024,1,3,07/07/2024,15
Hyatt House Jersey City,Jersey City,$297,$330,Excellent,"1,306",Breakfast included,No,1,8.68,No,No,"1,038 total",08/07/2024,11/07/2024,1,3,07/07/2024,16
Millennium Downtown New York,New York,$197,$232,Good,"2,353",No,Yes,,7.47,Yes,Yes,811 total,08/07/2024,11/07/2024,1,3,07/07/2024,17
citizenM New York Times Square,Theater District,$292,N/A,Wonderful,"1,085",No,No,8,9.29,No,No,"1,016 total",08/07/2024,11/07/2024,1,3,07/07/2024,18
Virgin Hotels New York City,New York,$336,$385,Excellent,"1,519",No,No,2,8.88,No,No,"1,283 total",08/07/2024,11/07/2024,1,3,07/07/2024,19
"The Cloud One New York-Downtown, by the Motel One Group",New York,$229,N/A,Excellent,629,No,No,,8.88,No,No,799 total,08/07/2024,11/07/2024,1,3,07/07/2024,20
"Club Quarters Hotel, World Trade Center",New York,$238,$280,Excellent,"1,420",No,Yes,,8.68,Yes,Yes,915 total,08/07/2024,11/07/2024,1,3,07/07/2024,21
The FIDI Hotel,New York,$220,$259,Excellent,421,No,No,2,8.88,No,No,872 total,08/07/2024,11/07/2024,1,3,07/07/2024,22
The Hotel Chelsea,Chelsea,$399,$443,Exceptional,709,No,Yes,1,9.89,Yes,Yes,"1,384 total",08/07/2024,11/07/2024,1,3,07/07/2024,23
The Belvedere Hotel,New York,$219,$249,Excellent,"3,542",No,Yes,,8.68,Yes,Yes,838 total,08/07/2024,11/07/2024,1,3,07/07/2024,24
Hotel Boutique at Grand Central,New York,$263,$310,Excellent,"1,075",No,Yes,,8.68,Yes,Yes,"1,003 total",08/07/2024,11/07/2024,1,3,07/07/2024,25
Radio City Apartments,Theater District,$246,N/A,Excellent,"3,586",No,No,,8.88,No,Yes,856 total,08/07/2024,11/07/2024,1,3,07/07/2024,26
Hard Rock Hotel New York,Theater District,$416,$489,Exceptional,"2,662",No,No,,9.49,No,No,"1,579 total",08/07/2024,11/07/2024,1,3,07/07/2024,27
"Candlewood Suites New York City-Times Square, an IHG Hotel",New York,$214,$286,Very,"1,010",No,No,,8.08,No,Yes,800 total,08/07/2024,11/07/2024,1,3,07/07/2024,28
The Solita Soho Hotel,New York,$180,$212,Good,"1,005",No,Yes,,7.87,Yes,Yes,701 total,08/07/2024,11/07/2024,1,3,07/07/2024,29
